title,date,url,ingredients,steps
"Receta de atún con pisto, un básico lleno de color y sabor",2018-07-12 14:45:57+00:00,https://okdiario.com/recetas/atun-pisto-2610358/,150 gr de zanahorias. 170 gr de calabacín. 110 gr de pimiento rojo. 100 gr de pimiento amarillo. 200 gr de cebolla. 3 latas de atún en aceite. 300 gr de tomate natural. 1 diente de ajo. 3 cucharadas de tomate frito. Aceite de oliva. Sal. Pimienta,"Este atún con pisto se empieza preparando las verduras. Lavamos los pimientos y los abrimos por la mitad. Les quitaremos todas las semillas antes de picarlos en cuadrados de más o menos el mismo tamaño. Reservamos una vez estén listo.. Seguimos con las zanahorias y la cebolla. Las pelaremos y picaremos del mismo tamaño que los pimientos para que se preparen a la vez.. El calabacín será el siguiente ingrediente, lo lavaremos bien y trocearemos. Será el último en incorporarse, porque es el que necesita menos tiempo en estar listo.. A continuación, pelamos y rallamos los tomates, reservándolos. Haremos lo mismo con los dientes de ajo.. El último paso de esta preparación previa es escurrir las latas de atún y reservarlo en un bol. Intentaremos que quede lo más seco posible, lo podemos poner en un colador para que vaya soltando el excedente de aceite.. En una sartén con un chorrito de aceite empezamos a pochar las verduras, la cebolla y el ajo serán las primeras. Seguiremos con la zanahoria y los pimientos, para terminar con el calabacín y el tomate.. Una vez estos ingredientes estén bien sofritos, pueden tardar unos 15 minutos. Rectificamos de sal y pimienta para añadirle el atún en aceite. El atún deberá soltarse e irse integrando con el resto de las verduras hasta formar una deliciosa mezcla de sabores y colores.. Cuando haya absorbido toda el agua, retiramos del fuego. Lo podemos servir en unas tostadas o directamente como plato principal, está delicioso."
"Receta de centollo relleno, un plato de lujo fácil de preparar",2018-07-12 14:00:03+00:00,https://okdiario.com/recetas/centollo-relleno-2610226/,4 centollos. 3 cebollas. 2 dientes de ajo. 1 tomate. 1 copa de brandy. Pan rallado. Mantequilla. Agua. Sal. Aceite. Perejil,"Empezamos a preparar estos centollos rellenos cociendo el ingrediente principal. En una cazuela con abundante agua y 3 puñados de sal coceremos los centollos. Los especialistas recomiendan 1 minuto de cocción por cada 100 gramos de peso, dependiendo del tamaño de la pieza estará listo antes o después.. Una vez preparado el centollo dejaremos que se enfríe antes de empezar a trabajar con él. Le sacaremos toda la carne procurando que no queden partes duras. Ponemos en un bol la carne del cuerpo, la cabeza y las patas. Reservamos los caparazones, porque nos servirán de base para servir este plato.. Colocamos en un cuenco unas 3 cucharadas de pan rallado, el perejil picado y los dientes de ajo pelados y cortados en trozos lo más pequeños posibles. Mezclamos bien estos ingredientes y reservamos.. En una sartén ponemos un chorrito de aceite, cuando esté caliente le incorporamos el tomate pelado y troceado. Sofreímos unos 7 minutos, antes de añadir la carne del centollo troceada. Rectificaremos de sal y pimienta, dejaremos que se rehoguen bien. Flamearemos con un poco de brandy, aunque este paso es opcional, quedará bien igualmente.. Rellenamos los caparazones con esta mezcla y los cubriremos con el pan rallado preparado anteriormente. Para darle ese toque crujiente ponemos también una nuez de mantequilla en cada uno, combinará con el pan rallado a la perfección.. Finalmente, gratinamos estos centollos al horno a 180º durante unos 10 minutos, hasta que se haya creado una deliciosa cobertura llena de sabor. Serviremos con un poco de perejil picado por encima. Este plato quedará de restaurante en unos minutos está listo para triunfar en cualquier mesa de celebración."
"Receta de anchoas en salazón, con una elaboración tradicional",2018-07-12 13:00:36+00:00,https://okdiario.com/recetas/anchoas-salazon-2609969/,1 kg de boquerones. 1 kg de sal gruesa. Aceite de oliva,"Las anchoas en salazón se suelen preparar de dos formas distintas. Hay quien decide conservar el pescado entero, mientras que otros son partidarios de preparar solo los filetes. El sabor será el mismo, pero por un lado tendremos una pieza que deberemos seguir trabajando y por el otro, un ingrediente que puede ir directamente al plato sin nada más.. Los filetes son una forma mucho más limpia de conservar las anchoas, aunque cueste un poco más. Limpiamos el pescado y separamos los filetes, el resto no nos servirá. Este paso, nos lo pueden hacer en la misma pescadería.. Congelamos los filetes de anchoas un par de días y después los poneos en la nevera. Intentaremos que hayan reposado lo suficiente, antes de empezar el proceso los secaremos bien. Los filetes se ponen hacia arriba, para cubrirse con la sal.. El tiempo de marinado variará en función del resultado que queremos obtener o nuestros gustos. Con unas 24 horas conseguimos un marinado, hasta 72 horas tendremos una anchoa más curada.. Podemos eliminar la piel raspando la superficie, quedarán unos filetes de anchoa mucho más estéticos y fáciles de comer. Con estos dos ingredientes principales y un poco de paciencia podemos tener estas anchoas de salazón que durarán semanas bien conservadas.. Antes de servirlas las limpiamos con un poco de agua, secamos y cubrimos con aceite de oliva. Podemos añadirles un poco de limón o vinagre para que sean mucho más intensas. De esta manera tan sencilla conseguiremos disfrutar de un ingrediente tan especial siempre que queramos. Con la misma técnica podemos preparar sardinas, quedan igual de bien y combinan a la perfección con todo tipo de ensaladas."
"Receta de brazo de gitano de calabacín con jamón y queso, fácil y delicioso",2018-07-11 14:30:08+00:00,https://okdiario.com/recetas/brazo-gitano-calabacin-jamon-queso-2598340/,3 calabacines. 1 cebolla. 2 patatas. 5 huevos. Sal. Pimienta. Aceite. Queso en lonchas. Jamón York en lochas,"Empezamos este delicioso brazo de gitano preparando la base. Con la ayuda de un rallador rallamos los calabacines, las patatas y la cebolla. La cebolla es un ingrediente un poco más personal, para esta base similar a la tortilla convencional, podemos ponerla o no va un poco a gustos.. Una vez tenemos todos los ingredientes rallados en un bol, cascamos los huevos y los añadimos. Batiremos bien hasta conseguir una masa compacta. Esta será la base del brazo de gitano. Solo nos quedará rectificar de sal y pimienta.. Preparamos la bandeja de horno, escogemos la más grande. La forramos con papel vegetal para que no se pegue nada. Añadimos la masa, la extenderemos con cuidado, el grosor de este brazo es considerable, aunque deberá poder tener la consistencia adecuada para poder doblarse en el momento de su montaje.. Ponemos la bandeja al horno a 200º en unos 20 minutos estarán los huevos cuajados y las verduras listas. Retiramos del horno y lo volcamos sobre un paño húmedo. De esta manera conseguiremos tener la parte más blanca del brazo de gitano y rellenaremos la menos estética, quedará mucho más bonito.. Extendemos las lonchas de jamón, a continuación, las de queso. Enrollamos con la ayuda del paño, compactando bien hasta conseguir tener un brazo de gitano de lo más bonito. Pondremos unos 5 minutos más en el horno, hasta que se funda el queso y retiramos. Este paso es opcional, el queso se puede derretir con el calor residual sin quedar tan extendido por la masa.. Este brazo de gitano queda especialmente bien con un relleno fresco de atún con mayonesa, es otra alternativa a una base repleta de sabor."
"Receta de hummus de pesto, un picoteo lleno de propiedades saludables",2018-07-11 14:15:06+00:00,https://okdiario.com/recetas/hummus-pesto-2598265/,350 gr de garbanzos. 40 gr de tahini. 2 dientes de ajo. 1 cucharada de comino. 50 gr de piñones. 20 gr de almendras crudas. Albahaca fresca. 1 yogur griego. Zumo de 1 limón. 2 cucharadas de agua. 5 cucharadas de aceite de oliva. Sal,"La clave de un buen hummus es la paciencia necesaria para triturar todos los ingredientes hasta conseguir una pasta suave que se deslizará perfectamente entre los trozos de pan, zanahoria o apio.. Pelamos los dientes de ajo, este ingrediente es un poco personal, si eres amante de este alimento puedes ponerle los dos, si te gusta con moderación con 1 ajo es más que suficiente.. Seguimos con la albahaca, retiraremos los tallos más duros para conseguir que se triture mucho mejor y conserve un sabor más suave.. Añadiremos los garbanzos cocinados que serán lo que aportará una mayor cremosidad, es un tipo de legumbre muy especial, que realmente combinará a la perfección con el resto de los ingredientes.. En lugar de queso, ponemos un yogur griego, para darle el toco de lácteo, pero sin necesidad de que sea tan intenso.. Para los frutos secos de este hummus, combinaremos los piñones y las almendras. Ambos sabores daban una atención especial a este plato, haciéndolo aún más saludable. Si salteamos estos ingredientes en una sartén, el sabor tostado será de lo más interesante.. Llega el turno del zumo de limón y de las especias, el tahini es imprescindible para un buen hummus, al igual que un poco de comino.. Hidratamos esta mezcla con agua y el maravilloso aceite de oliva, rectificamos con la sal y empezamos a triturarlo. Deberemos estar el tiempo necesario hasta que consigamos la textura de hummus característica, perfecta para una cena de picoteo de excepción."
Pastel de atún al microondas Receta de pastel de atún al microondas,2018-07-11 13:40:36+00:00,https://okdiario.com/recetas/pastel-atun-microondas-2599668/,2 latas grandes de atún (300 g). 3 huevos grandes (90 g). 5 cucharadas de tomate frito. 4 cucharadas de mayonesa. 8 palitos de cangrejo. Sal. Pimienta. Mantequilla,"Preparar la mayonesa. Poner en la licuadora el huevo, la cucharada de vinagre y la sal. Ir agregando el aceite en forma de hilo mientras se va licuando. Continuar hasta que tome consistencia y se ligue la salsa.. Batir los huevos en un bol. Agregar el tomate frito y la mayonesa.. Cortar los palitos de cangrejo en trozos pequeños y agregarlos también al bol.. Escurrir el atún hasta que no queden restos de agua o aceite. Incorporar al bol con una pizca de sal y de pimienta. Usar una batidora para integrar todos los ingredientes. Dependiendo de las preferencias de cada cocinero o comensales, se puede dejar el atún más o menos entero.. Rectificar el punto de sal y pimienta.. Coger un molde para microondas. Engrasarlo con un poco de mantequilla o de aceite. Llenar con la mezcla.. Meter en el microondas durante 10 minutos. Verificar que haya cuajado, introduciendo un palillo, que debe salir totalmente seco. Si todavía no está, meterlo unos minutos más.. Dejar reposar un rato y desmoldar. Cubrir con mayonesa y decorar con los huevos cocidos cortados en rodajas."
Receta de tarta de queso y cerezas un postre sano y vistoso,2018-07-11 13:15:43+00:00,https://okdiario.com/recetas/tarta-queso-cerezas-2598170/,30 gr de galletas. 70 gr de mantequilla. 50 gr de nueces peladas. 600 gr de queso crema. 3 cucharadas de harina. 7 huevos. 1 yogur griego. 200 gr de azúcar. 500 ml de nata líquida. 400 gr de cerezas. 2 cucharadas de azúcar. Agua,"Empezamos la base de esta tarta de queso y cerezas. La base es un estilo tarta de queso tradicional, ponemos las galletas en el baso de la batidora, las nueces y la mantequilla. Trituramos hasta obtener una pasta. Incorporamos esta masa l molde desmontable con un poco de papel antiadherente para que no se pegue nada. Extendemos la masa, hasta crear una maravillosa base.. Hornearemos esta base 10 minutos a 180º hasta que quede perfectamente cocinada, ganará consistencia para recibir el relleno de queso. Mientras se cocina, haremos el relleno convencional.. Ponemos los huevos en un bol, los batimos con el azúcar con la ayuda de unas varillas eléctricas. Una vez esté todo bien incorporado, ponemos el queso crema, la nata y el yogur, seguimos batiendo. Podemos hacerlo más light con queso batido 0%, nata ligera y yogur desnatado. Tendrá un sabor similar, sin tantas grasas..  Vertemos este relleno en el molde y horneamos unos 40 minutos hasta que la tarta de queso esté totalmente cuajada. Mientras se produce este punto de cocción nos pondremos manos a la obra con la cobertura de cerezas.. Deshuesamos las cerezas y las ponemos en un cazo con agua. Le añadimos el azúcar al gusto, las cerezas ya son dulces, así que igual no hace falta, depende un poco del nivel de dulzor que deseamos conseguir. Cocinaremos durante unos 30 minutos, hasta crear una especie de mermelada con los trozos de las cerezas bien marcados.. Cuando la tarta esté fría, pondremos la cobertura de cerezas. Serviremos fresquita de la nevera, está de cine y es un postre muy sencillo."
"Receta de merluza a la bilbaína, un placer con nombre propio",2018-07-11 12:45:50+00:00,https://okdiario.com/recetas/merluza-bilbaina-2598091/,4 rodajas de merluza. 1 cebolla. 3 dientes de ajo. 1 pimiento rojo. 2 tomates maduros. 1 vasito de vino blanco. Aceite de oliva. Sal. Pimienta,"Empezamos esta merluza a la bilbaína preparando la base. Pelamos la cebolla y los dientes de ajo, los troceamos bien hasta que tengan más o menos el mismo tamaño. Empezamos a rehogar estos dos ingredientes en una sartén con un chorrito de aceite y les añadimos un poco de sal para acelerar el proceso.. Seguimos con el pimiento, lo troceamos y ponemos en la sartén cuando los ajos y la cebolla empiecen a estar bien. Removemos y esperamos que se pochen unos 4 minutos más.. Será el momento de añadir los tomates, pelados, rallados y sin pepitas. Este ingrediente le añadirá un poco más de líquido a la sartén, permitiendo que los demás ingredientes se hidraten y terminen de cocinarse a la perfección.. Cuando todas las verduras estén en su punto, trituraremos todo, hasta conseguir una salsa llena de color y de sabor. La esencia de la merluza a la bilbaína esta encerrada en esta gama de sabores tan especiales.. Volvemos a poner la salsa en la sartén y le añadimos el vino blanco. Dejaremos que se cueza todo junto unos minutos hasta que el alcohol se haya evaporado del todo. Rectificamos de sal y pimienta.. Finalmente, les llega el turno a las rodajas de merluza, las salpimentaremos y colocaremos en la salsa. Con el mismo calor de la sartén se pueden preparar. Se trata de un pescado tan fino que no necesita mucho tiempo de cocción, estará perfecto en unos 5 minutos con la sartén tapada, disfrutando de todos los sabores de la salsa. Para darle más sabor y alegría podemos añadir un poco de marisco, estará de restaurante de lujo."
"Receta de ensalada de burrata, ideal para amantes del queso",2018-07-11 12:00:48+00:00,https://okdiario.com/recetas/ensalada-burrata-2597945/,300 gr de burrata. 6 gr de tomate seco. 50 gr de mermelada de tomate. Piñones al gusto. 20 gr de rúcula. 1 pimiento rojo asado. 10 gr de alcaparras,"Empezaremos esta receta de ensalada de burrata preparando uno de los ingredientes estrella de este verano, el pimiento rojo asado. Asar verduras es una maravillosa opción para tener siempre a mano una buena escalivada ideal para ensaladas o tostadas saladas repletas de sabor, además combinan a la perfección con cualquier tipo de queso.. Untamos el pimiento con aceite de oliva y lo ponemos al horno, deberá estar unos 18 minutos a 180º hasta que esté listo. Pelamos y cortamos el pimiento rojo en tiras de más o menos el mismo tamaño.. Los tomates secos los dejaremos macerar en un poco de aceite de oliva mientras se asa el pimiento de esta manera se hidratarán y estarán preparados para montar la ensalada. Los escurrimos y los cortamos en trozos pequeños para que sea más fácil repartirlos por el plato, dándole color y sabor. Puedes utilizar tomates naturales, teniendo en cuenta que deberás utilizar más sal que en este tipo de pimientos.. Disponemos las hojas de rúcula en el centro del plato. Este ingrediente le dará frescura a la ensalada y aportará ese color verde tan característico. El sabor amargo de la rúcula combinará muy bien con la burrata.. Encima de la rúcula colocamos la burrata, la podemos dejar entera o trocearla un poco para que se reparta mejor por el plato. Colocamos los pimientos y tomates alrededor formando un acompañamiento muy colorido para esta ensalada.. Podemos poner unos piñones salteados para darle un toque crujiente y las alcaparras, completando de esta manera tan sencilla una ensalada veraniega muy completa."
Receta de pollo a la sidra fácil de preparar,2018-07-11 10:27:16+00:00,https://okdiario.com/recetas/pollo-sidra-2597980/,6 muslos de pollo. 2 cebollas. 2 pimientos verdes. 1 rama de cebollino o de perejil. 3 manzanas. ½ litro de sidra. Aceite de oliva. Sal y Pimienta,"En primer lugar, lavar bien y despresar los muslos de pollo. Salpimentar al gusto.. Calentar una cazuela con aceite de oliva y agregar las piezas de pollo. Cocinar hasta dorar y reservar.. Cortar finamente las cebollas, los pimentones y el cebollino o perejil. Añadir a la cazuela caliente y cocinar hasta pochar.. Una vez que se encuentre listo el sofrito, incorporar las piezas de pollo doradas y remover. . Por otro lado, lavar y pelar las manzanas. Cortarlas en medias lunas, reservar algunos pedazos y añadir el resto a la cazuela. Revolver y dejar cocer durante 5 minutos.. Cuando las manzanas comiencen a dorarse, agregar el litro de sidra.. Llevar a hervor la preparación, luego bajar el fuego y tapar hasta cocinar durante unos 40 minutos.. Una vez que la salsa se haya reducido y oscurecido, apagar el fuego y dejar reposar la preparación. Rectificar el punto de sal.. En la presentación, colocar de dos a tres piezas de pollo en un plato. Bañar con la salsa y decorar con dos piezas de manzanas crudas. Acompañar con arroz o puré."
