url,title,date,ingredients,steps
https://www.recetas.com/salsa-tahina-casera.html,Salsa Tahina casera,,"100 gr. de semillas de sésamo 2 cdas. de aceite de sésamo 1 pizca de sal marina

"," Salsa Tahina casera

Tostar las semillas de sésamo a fuego lento en una sartén antiadherente.

Ponerlas en el vaso del mixer con aceite y sal y triturarlas hasta obtener una crema homogénea. Si es necesario, agregar un par de cucharadas de agua.

Esta salsa tahini es uno de los ingredientes principales del hummus de garbanzos y el babaganush pero también está indicada para acompañar felafel, untar en pan de pita o llevar a la mesa para acompañar verduras y carnes a la parrilla. (Atención a las calorías, por cada 100 gramos son unas 600)."
https://www.recetas.com/mtabaq-paquetitos-dulces.html,Mtabaq (paquetitos dulces),,"Para el jarabe : 260 gr. de azúcar extrafina 3 cápsulas de cardamomo (las semillas trituradas) 1 cda. de jugo de limón

Para los mtabaqs : 90 gr. de mantequilla salada derretida 36 cuadrados de masa filo de 20 cm de lado 750 gr. de queso akkawi ( queso cremoso muy común en el Medio Oriente) rallado o 500 g de ricotta o queso philadelphia mezclado con 250 gr. de mozzarella rallada Pistachos sin sal y triturados para servir

"," Mtabaq (paquetitos dulces)

Pincelar el fondo de una placa grande con la mantequilla derretida, colocar una hoja de masa de masa filo en la placa y pincelar con mantequilla. Colocar otras 5 capas, pincelando cada una con la mantequilla (mantener la masa restante cubierta con un paño limpio y húmedo mientras se trabaja para evitar que se seque).

Dividir el queso en 6 porciones. Colocar una en el medio de la masa y extenderlo con los dedos para formar un cuadrado, dejando un marco vacío de 5 cm alrededor. Doblar 1 esquina de las láminas de pasta hacia el centro y repetir con las otras esquinas hasta obtener un paquete cuadrado. Girar el lado de los pliegues hacia abajo, pincelar con otro poco de mantequilla y, con un cuchillo afilado, hacer una cruz en las capas de fillo.

Repetir para rellenar y dar forma a 6 paquetitos. En este punto, se puede dejar que el m'tabaq descanse durante 1 hora, pero no mucho más o la masa se ablandará. Calentar el horno de convección a 230 ° C / 210 ° C. Cocinar los paquetitos durante 15–20 minutos hasta que estén dorados y crujientes.

A la mitad de la cocción, preparar el jarabe: verter 120 ml de agua en una cacerola llevarla a fuego medio y agregar el azúcar y el cardamomo. Hervir, revolviendo para disolver el azúcar, luego agregar el jugo de limón y continuar a fuego lento durante 2 minutos.

Una vez horneados los paquetitos, verter el jarabe caliente de manera uniforme sobre ellos. Dejar reposar durante 5 minutos, luego espolvorear con pistachos y servir."
https://www.recetas.com/babaganoush.html,Babaganoush,,"3 berenjenas 4 cucharadas de tahini 2 dientes de ajo 1 limón 1 cda. de aceite de oliva virgen extra 1 cdta. de sal Pimentón (para decorar)

"," Babaganoush

Una salsa típica de la cocina de Oriente Medio y judía de origen sefardí, el babaganoush es una exquisita crema hecha con pulpa de berenjena y pasta de sésamo, además de varios ingredientes. Conocido también como caviar de berenjena, es sabroso, perfecto para servir en muchas ocasiones y muy fácil de preparar!

Lavar, secar y cortar a lo largo las berenjenas, enolverlas en papel de aluminio y llevarlas a un horno caliente a 220 ° durante aproximadamente una hora.

Mientras tanto, triturar el ajo y exprimir el limón. Ponerlos en un tazón grande y agregar la tahina, mezclando bien la mezcla para que quede suave.

Cuando las berenjenas estén cocidas, dejarlas enfriar, luego pelarlas con un cuchillo afilado y quitar la pulpa con la ayuda de una cuchara. Desechar la cáscara.

Agregar la pulpa de berenjena al recipiente con el ajo, el limón y la tahina, aplastar con la ayuda de un triturador de papas o un tenedor, revolviendo para mezclar muy bien todos los ingredientes. El babaganoush no debe ser una crema lisa, debe tener una consistencia cremosa pero no uniforme ni totalmente ""lisa"".

Ajustar la consistencia y el sabor del babaganoush agregando aceite y sal. Servir en un tazón con un poco de aceite de oliva al gusto, una pizca de pimentón y una pizca de semillas de sésamo tostadas. Acompañar con pan, preferentemente pita."
https://www.recetas.com/basbousa.html,Basbousa,,"Para el almíbar : 250 gr. de azúcar 1 vaso de agua 1/2 limón 3 cdas. de agua de azahar

Para 2 tortas : 2 huevos a temperatura ambiente 1 vaso de azúcar en polvo 1 vaso de manteca de cacahuete o aceite de semilla de girasol 1 vaso de agua 1 cdta. de polvo de hornear 3 vasos de sémola de trigo duro

"," Basbousa

Tradicionalmente servida cortada en rombos o cuadrados decorados con una almendra, la basbousa es un exquisito dulce de origen medioriental. De consistencia suave y húmeda, y perfumado por el almíbar que lo cubre, es un pastel de sémola fácil de preparar que se puede disfrutar con una taza de té o café en el desayuno, como refrigerio y también como postre.

Comenzar a batir los huevos y el azúcar, con la ayuda de un batidor eléctrico, hasta obtener una crema de color amarillo claro. Agregar en este orden: el aceite, el agua, la sémola y la levadura, continuar batiendo para amalgamar cada ingrediente antes de agregar el siguiente. Batir durante unos minutos hasta que se obtenga una mezcla uniforme y pareja.

Engrasar y enharinar dos moldes desmoldables de 23 cm de diámetro y verter la masa. Cocinar los dos pasteles en un horno precalentado a 180 ° durante aproximadamente una hora, hasta que la superficie esté dorada y compacta.

Mientras los pasteles se cocinan, preparar el jarabe. Mezclar el azúcar, el agua, el jugo de limón filtrado y el agua de la azahar (flor de naranja) en una olla pequeña. Llevar a fuego lento y cocinar revolviendo a menudo. El líquido debe más o menos reducirse a la mitad, sin oscurecerse. La consistencia del jarabe, de hecho, debe ser similar a la de una miel bastante líquida; si se espesa demasiado durante la cocción, puede diluirse con un poco de agua tibia.

Una vez que los pasteles estén cocidos, verter el jarabe sobre ellos y dejarlos reposar durante un par de horas a temperatura ambiente.

Para servir la basbousa, cortar la torta en rombos y coloca una almendra en el centro de cada rombo."
https://www.recetas.com/falafel.html,Falafel,,"500 gr. de garbanzos secos 1 cebolla 1 diente de ajo 1 pizca de comino en polvo 1 pizca de sal 1 manojo de perejil 1 pizca de pimienta negra Aceite de maní para freír

"," Falafel

Para preparar el felafel, comenzar la noche antes, poniendo en remojo los garbanzos secos en agua fría durante al menos 12 horas.

Pasado ese tiempo, escurrir y enjuagar, después secar a fondo con un paño limpio: deberán estar perfectamente secos al momento usarlos para asegurar una masa de consistencia adecuada (para garantizar que se pierden todas las trazas de agua en exceso, se puede secar adicionalmente durante 10 minutos en un horno de convección precalentado a 100 °).

Después de haber realizado estas operaciones preliminares, colocar los garbanzos en un procesador de alimentos junto con la cebolla picada en trozos grandes . Añadir dentro del mixer también el ajo, apretándolo con la prensa de ajo apropiada.

Saborizar con comino , sal y pimienta , y accionar el mixer para reducir la masa a una pulpa.

Picar el perejil y añadirlo a la masa: es importante picar previamente el perejil, y no directamente en el mixer con los otros ingredientes, para que no libere demasiada agua, lo que daria un exceso de humedad a la masa. Mezclar bien y transferir la mezcla a un molde para hornear , compactando bien con el dorso de una cuchara.

Cubrir con papel de aluminio y llevar al refrigerador para endurecer durante al menos 1 hora.

Después de este tiempo, recuperar la preparación y formar el felafel con el instrumento especial o con la mano, tomando pequeñas cantidades de masa y formando bolas, aplastarlas ligeramente para obtener la forma típica de felafel.

En una sartén amplia con abundante aceite de maní a 170 grados freír unos pocos felafel hasta dorar. Prestar especial atención a la temperatura del aceite, que no debe ser superior a la indicada, de lo contrario el felafel se desarmará. Escurrir los felafel y luego secar el exceso de aceite en papel absorbente (14). Servirlos bien calientes.

Conservación: Los felafel crudos se conservan en el refrigerador durante 4-5 días. Se pueden congelar durante aproximadamente un mes, si se han utilizado únicamente ingredientes frescos y no descongelados. Una vez fritos, pueden ser consumidos en el momento."
https://www.recetas.com/shawarma.html,Shawarma,,"4 panes pita 250 gr. de carne de cordero 250 gr. de pulpa de res 200 ml de yogur natural 1/2 limón 2 cdas. de tahina 2 cebollas rojas 2 tomates 50 ml de vinagre de vino tinto 2 dientes de ajo Perejil Paprika picante polvo 80 ml de aceite de oliva virgen extra Sal Pimienta roja en granos

"," Shawarma

Cortar en tiras finas el cordero y la carne de res. Poner en un recipiente grande el aceite, vinagre, un puñado de perejil lavado y picado, el ajo pelado y picado, una pizca de paprika y pimienta roja recién molida. Revolver y poner la carne a marinar durante la noche.

En el momento de la preparación, mezclar el yogur con el jugo de limón, una pizca de sal y la pasta de sésamo (tahina). Abrir cada pan pita y poner dentro una capa de la salsa preparada.



Cortar la cebolla y los tomates, poniendo un poco en cada sandwich.

Escurrir los trozos de carne de la marinada y cocinar a la parrilla sobre una placa caliente (o rejilla), después de sazonar con una pizca de sal,dejar que se cocine uniformemente de todos lados; una vez bien cocidos, repartirlos en los sándwiches y servir caliente.

Notas: En lugar de pimienta rojo, si lo encuentra, utilice zumaque, una especia ampliamente utilizado en la cocina de Oriente Medio y disponible en tiendas especializadas.

Ideas y variantes: Además de la combinación de carne de res y cordero, se puede probar el shawarma con carne de cabra y ternera o con carne y pollo. En cualquier caso, elegir cortes más bien grasos y jugosas, evitando las partes demasiado delgadas que quedarían muy secas."
https://www.recetas.com/hummus.html,Hummus,,"300 gr. de garbanzos hervidos 2 cucharadas de tahini 1 diente de ajo fresco Zumo de 1 limón 2 o 3 cdas. de aceite de oliva virgen extra 1 cda. de vinagre de vino blanco Comino Pizca de pimentón Perejil picado Sal y pimienta al gusto

"," Hummus

En una sartén preparar el sofrito para los garbanzos con aceite, ajo y especias; a continuación, agregar los garbanzos hervidos, mezclar y dejar cocer durante unos 5 minutos a fuego lento.

Retirar los garbanzos procesarlos junto con el tahini, el jugo de limón, sal, pimienta y vinagre; hasta que la mezcla se vuelve cremosa y suave. Si lo desea, puede ajustar la consistencia con un poco de aceite o agua caliente.

Servir el hummus en cuencos de barro o cerámica adornado con perejil picado, comino y pimentón dulce y un hilo de aceite de oliva extra virgen."
https://www.recetas.com/pure-de-berenjenas.html,Puré de berenjenas,,"4 berenjenas 1 diente de ajo 1 taza de aceite de oliva 1 cda. de Tahine, o pasta de sésamo 2 cdas. de zumo de limón 1 cdta. de pimentón dulce Sal y pimienta

"," Puré de berenjenas

Cocine las berenjenas en el horno a 200°C, hasta que estén bien tiernas y la piel levemente quemada.

Retírelas, córtelas al medio y separe la pulpa de la piel. Procese hasta obtener un puré.

Coloque la pasta de sésamo en un bol y agregue 2 o 3 cucharadas de agua caliente. Bata enérgicamente para que la pasta se vuelva más suave y cremosa.

Integre con el puré de berenjena y salpimiente. Agregue el ajo bien picado e incorpore aceite de oliva para emulsionar. Al final, añada el zumo de limón y mezcle.

Sirva en un bol, rociado con aceite de oliva y pimentón dulce. Acompañe con Pan pita caliente."
https://www.recetas.com/receta-de-Pure-de-berenjenas-8375.html,Puré de berenjenas,,"Ingredientes 2 berenjenas grandes

1 diente de ajo

1 cda de aceite de oliva

"," Puré de berenjenas Ponga las berenjenas directamente sobre el fuego de la hornalla. Queme de todos lados.



Bajo el chorro de agua, retire la piel quemada y corte el cabo.



Procese la pulpa con un diente de ajo y el aceite de oliva."
https://www.recetas.com/receta-de-Humus-8370.html,Humus,,"Ingredientes 1 lata de garbanzos

1 a 2 cdta de tahina (pasta de sésamo)

1 diente de ajo

Jugo dei 1 lata de garbanzos1 a 2 cdta de tahina (pasta de sésamo)1 diente de ajoJugo dei limón

"," Humus Procese los garbanzos con un poco de agua -para que no se empaste la cuchilla- y con el diente de ajo hasta obtener una pasta homogénea.



Coloque en un bol y agregue el jugo de limón y muy de a poco el tahine, vigilando de no pasarse porque puede quedar amargo.



Sirva rociado con aceite de oliva y pimentón."
