url,title,ingredients,steps
https://www.recetasnestle.com.co/recetas/lasana-mixta,Cómo preparar Lasaña mixta,   1 cucharada de aceite (14 ml)      1 libra de carne molida magra (500 g)      1 sobre de BASE PARA SALSA BOLOÑESA MAGGI®      1 1/2 tazas de agua      1 pechuga de pollo sin piel cocinada y desmechada (453 g)      1 sobre de BASE PARA SALSA BECHAMEL MAGGI®      1 taza de agua fría (240 ml)      1 taza de leche (240 ml)      1 caja de pasta para lasaña (500 g)      8 tajadas de queso mozzarella (128 g)      8 cucharadas de queso parmesano (40 g)  ,"    1.  En una sartén mediana calienta el aceite a fuego medio por 30 segundos, agrega la carne y cocina por 5 minutos. Aparte disuelve el contenido del sobre de BASE PARA SALSA BOLOÑESA MAGGI® , en el agua sugerida y añade a la carne, cocina por 5 minutos mas o hasta que este bien cocinada y la salsa espesa                  2.  En una olla pequeña añade el agua, la leche y disuelve el contenido de BASE SALSA BECHAMEL MAGGI®, lleva a fuego medio por 5 minutos o hasta que la salsa hierva y espese; por último añade el pollo desmechado deja al fuego por 1 minuto.                  3.  Precalienta el horno 10 minutos antes de la preparación.                  4.  En una refractaria mediana pon una cama de pasta para lasaña, encima distribuye la salsa de carne a la boloñesa, pon otra cama de pasta, encima la salsa de pollo, termina con las laminas de queso y por ultimo espolvorea el queso parmesano.                  5.  Lleva la refractaria al horno y hornea por 10 minutos o hasta que gratine.             "
https://www.recetasnestle.com.co/recetas/canelones-rellenos,Receta casera de Canelones rellenos,   1 cucharada de  aceite(14 g)      2 tazas de champiñones (140 g)      2 tazas de espinaca cortada en tiras delgadas (60 g)      1 libra de carne molida magra (500 g)      1 sobre de BASE PARA SALSA BOLOÑESA MAGGI®      2 tazas de agua (500 ml)      1/2  paquete de pasta para lasaña precocida (250 g)      4 cucharadas de queso parmesano rallado (20 g)  ,"    1.  En una sartén calienta el aceite y sofríe los champiñones. la espinaca y la carne  por 5 minutos.                  2.  Disuelve el contenido del sobre de BASE PARA SALSA BOLOÑESA MAGGI® en el agua y añade a la carne, cocina por 5 minutos o hasta que hierva y espese.                  3.  En cada lamina de pasta pon una porción del relleno y dobla haciendo un rollo y tratando que no se salga el relleno así hasta terminar con todas la laminas y todo el relleno.                  4.  Distribuye los canelones rellenos en una refractaria,  baña por encima los canelones con la salsa sobrante y espolvorea el queso parmesano. lleva a horno y cocina hasta que estén bien gratinados             "
https://www.recetasnestle.com.co/recetas/tornillitos-a-la-inglesa,Tornillitos a la inglesa,"   1 cucharada de aceite (14 ml)      1 pimentón rojo, sin semillas y cortado en tiras (160 g)      1/2 pimentón amarillo, sin semillas y cortados en tiras delgadas (80 g)      2 tazas de espinacas cortadas en tiras delgadas (60 g)      1/2 cucharadita de SAZONADOR NATURISIMO MAGGI® (1,5 g)      1 doy pack de CREMA DE LECHE NESTLÉ® (186 g)      1/2 libra de pasta tornillos, cocinada según instrucciones del empaque (250 g)      1 taza de tomates cherrys cortados a la mitad (156 g)  ","    1.  En una sartén calienta el aceite a fuego medio por 30 segundos.                  2.  Añade a la sartén el pimentón rojo, el pimentón amarillo y sofríe por 1 minuto, adiciona la espinaca y deja por 30 segundos mas.                  3.  Adiciona el SAZONADOR NATURISIMO MAGGI®, la CREMA DE LECHE NESTLÉ®, los tornillitos cocinados y los tomates cherrys, revuelve para integrar.                  4.  Sirve los tornillitos en 4 platos iguales, si deseas puedes espolvorear queso parmesano encima.             "
https://www.recetasnestle.com.co/recetas/pasta-con-espinaca-y-manzana,Pasta con espinaca y manzana,"   1 cucharada de aceite (14 ml)      1 pimentón rojo, sin semillas y cortado en tiras delgadas (116 g)      2 tazas de espinacas, cortadas en tiras delgadas (60 g)      1 manzana roja, cortada en laminas delgadas (180 g)      1/ libra de pasta tornillitos, previamente cocinada (250 g)      1 cucharada de miel (21 g)      4 cucharadas de CREMA DE LECHE NESTLÉ® (60 g)      1/2 cucharada de mostaza (10 g)  ","    1.  En una sartén calienta el aceite por 1 minuto a fuego medio.                  2.  Adiciona el pimentón, la espinaca y la manzana, sofríe por 2 minutos sin dejar de revolver.                  3.  Adiciona la pasta a la sartén y revuelve nuevamente, deja al fuego por 1 minuto más y retira.                  4.  En un tazón aparte, agrega la miel, la CREMA DE LECHE NESTLÉ® y la mostaza, revuelve para integrar.                  5.  Sirve la pasta y baña con el aderezo encima.             "
https://www.recetasnestle.com.co/recetas/pasta-con-pesto-cremoso,Pasta con pesto cremoso,"   1 manojo de albahaca, sin tallos (30 g)      6 cucharadas de CREMA DE LECHE NESTLÉ® (90 g)      2 dientes de ajo, picados en trozos grandes (12 g)      1/2 taza de vino blanco (125 ml)      1/2 libra de pasta tornillitos previamente cocinada (250 g)      1 taza de espárragos picados cortados en trozos medianos (100 g)      1/4 de taza de anacardos o marañones (60 g)  ","    1.  Licua por 20 segundos la albahaca, el ajo, la CREMA DE LECHE NESTLÉ® y el vino, hasta integrar bien.                  2.  Pon el pesto cremoso en una sartén a fuego medio y calienta por 2 minutos.                  3.  Agrega la pasta y los espárragos, revuelve con cuidado hasta integrar bien.                  4.  Sirve la pasta y encima espolvorea los anacardos o marañones.             "
https://www.recetasnestle.com.co/recetas/pasta-con-trozos-de-pollo-y-duraznos,Pasta con trozos de pollo y duraznos,"   1/2  taza de duraznos en almíbar, cortados en laminás con un poco de almíbar (111 g)      4 cucharadas de CREMA DE LECHE NESTLÉ (60 g)      1 pechuga de pollo sin piel, previamente asada o a la parrilla (453 g)      1/2 libra de pasta tornillitos previamente cocinada (250 g)      1/2 cucharada de ajonjolí tostado  ","    1.  En un tazón mezcla el almíbar de los duraznos con la CREMA DE LECHE NESTLÉ ®, hasta integrar bien.                  2.  Adiciona al tazón el pollo, la pasta, la salsa cremosa y los duraznos cortados en láminas delgadas.                  3.  Sirve la pasta en 4 tazas en porciones iguales y espolvorea el ajonjolí por encima.             "
https://www.recetasnestle.com.co/recetas/pasta-con-atun-y-tomate,Pasta con atún y tomate,"   2 latas de atún en agua drenado (240 g)      1/2 cebolla cabezona roja cortada en medias rodajas (40 g)      1 taza de tomates cherrys, cortados a la mitad (149 g)      1 cucharada de perejil, finamente picado (10 g)      1/2 libra de pasta tornillitos previamente cocinada (250 g)      4 cucharadas de CREMA DE LECHE NESTLÉ® (60 g)  ","    1.  Abre las latas de atún y retira el liquido.                  2.  En un tazón mezcla la cebolla, el tomate y el perejil.                  3.  Por último, adiciona la pasta y la CREMA DE LECHE NESTLÉ®, revuelve para integrar bien.                  4.  Sirve en 4 platos o tazas en porciones iguales.             "
https://www.recetasnestle.com.co/recetas/pasta-con-jamon-y-brocoli,Pasta con jamón y brócoli,"   1 cucharada de mantequilla (14 g)    derretida      2 tazas de brócoli cortados en arbolitos (214 g)      2 lonjas de jamón de cerdo, cortados en tiras delgadas (26 g)      1/2 libra de pasta tornillitos previamente cocinada (250 g)    de tu preferencia, cocida y escurrida, (200 g)      4 cucharadas de CREMA DE LECHE NESTLÉ® (60 g)  ","    1.  En una sartén derrite mantequilla, teniendo cuidado de no quemar, añade el brócoli y saltea por 1 minuto.                  2.  Agrega el jamón, y sofríe por 1 minuto más.                  3.  Añade a la sartén la pasta y la CREMA DE LECHE NESTLÉ®, revuelve para integrar deja al fuego 1 minuto mas y retira.                  4.  Sirve la pasta en 4 platos en porciones iguales y decora con perejil y queso parmesano si lo deseas.             "
https://www.recetasnestle.com.co/recetas/pasta-en-salsa-de-cilantro-con-pollo,Pasta en salsa de cilantro con pollo,"   2 cucharadas de cilantro fresco (20g)    desinfectado      1 cucharada de queso crema (12 g)      4 cucharadas de CREMA DE LECHE NESTLÉ® (60 g)      1/4 de taza de vino blanco (62 ml)      1/2 libra de pasta tornillitos previamente cocinada (250 g)      1 pechuga de pollo, asada y cortada en cubos medianos (453 g)  ","    1.  Licúa el cilantro, el queso crema, la CREMA DE LECHE NESTLÉ® y el vino blanco, hasta integrar bien.                  2.  Calienta la salsa a fuego bajo durante 2 minutos o hasta que espese ligeramente moviendo para que no se pegue. Agrega la pasta previamente cocida y escurrida; cocina por 2 minutos más.                  3.  Agrega el pollo y revuelve con cuidado hasta integrar bien.                  4.  Sirve la pasta en 4 platos en porciones iguales, si lo deseas puedes espolvorear queso parmesano rallado.             "
https://www.recetasnestle.com.co/recetas/pasta-arrabiata-con-camarones,Pasta arrabiata con camarones,"   1 cucharada aceite (14 g)      1/2 libra de camarones limpios y desvenados (250 g)      1/2 cucharadita de SAZONADOR NATURISIMO MAGGI® (3 g)      1/2 taza de vino blanco (125 ml)      2 tomates rojos sin piel, hechos puré  (232 g)      1/2 libra de pasta tornillitos previamente cocinada (250 g)    fusilli      4 cucharadas de CREMA DE LECHE NESTLÉ® (60 g)  ","    1.  En una sartén calienta el aceite a fuego medio por 1 minuto, agrega los camarones y el SAZONADOR NATURISIMO MAGGI®, saltea por 2 minutos o hasta que los camarones cambien de color a un color mas rosado.                  2.  Adiciona el vino blanco y cocina por 30 segundos o hasta que se evapore el alcohol.                  3.  Agrega el puré de tomate y cocina por 2 minutos; por último, añade la pasta cocinada y la CREMA DE LECHE NESTLÉ, revuelve hasta integrar bien, retira del fuego.                  4.  Sirve la pasta arrabiata en 4 platos en porciones iguales; si lo deseas puedes acompañar con un poco de queso parmesano y decorar con hojitas de albahaca.             "
