url,title,date,text
https://www.pequerecetas.com/receta/quiche-de-verduras/,Quiche de verduras,2016-03-30 07:50:03+02:00,"Hoy vamos a cocinar una quiche de verduras, no es más que una tarta salada, con base de masa quebrada, su relleno se prepara con huevos batidos, nata para cocinar y verduras, como colofón queso. Os puedo asegurar que es una de las quiche de verduras más ricas que hemos probado jamás.

El origen de la quiche es francés, podéis encontrar tantas versiones de un misma receta que merece la pena probarlas todas, seguro que os gustaran. En la web podéis encontrar diferentes versiones, os recomiendo en primer lugar esta quiche de calabacín o esta otra quiche Lorraine.

Pero hoy os dejamos con la versión que hasta ahora más nos ha gustado: quiche de verduras. ¡Os chuparéis los dedos!

¿Vemos cómo hacer una quiche de verduras paso a paso?

Quiche de verduras

Ingredientes

Masa quebrada

1 calabacín

300g calabaza

1 pimiento rojo

1 cebolla

200g nata para cocinar

1 huevo L

Queso Emmental

Aceite de oliva virgen extra

Sal

Cómo preparar una quiche de verduras

Troceamos el calabacín, la calabaza, el pimiento rojo y la cebolla en forma de dados.

Vertemos un poco de aceite en una sartén. Cuando el aceite esté caliente, añadimos la cebolla y el pimiento rojo, así como un poco de sal.

Cuando la cebolla comience a estar transparente, añadimos el calabacín. Mezclamos bien y dejamos freír durante 5 minutos.

A continuación añadimos la calabaza y un poquito de sal. De vez en cuando vamos mezclando bien todas las verduras para evitar que se peguen en la sartén. Una vez la verdura esté bien pochada, apagamos el fuego y reservamos.

En un recipiente apto para horno, untamos un poco de mantequilla o margarina y disponemos la masa quebrada. Pinchamos con un tenedor toda la base para evitar que suba.

Horneamos la masa a 180º durante 15 minutos, este paso es importante para que la masa quebrada esté crujiente.

Añadimos la nata a las verduras que tenemos reservadas y el huevo batido. Mezclamos bien e incorporamos el relleno sobre la masa quebrada que ya estará horneada, disponemos el queso por encima y llevamos al horno durante 30 minutos a 180º calor arriba y abajo.

Transcurrido el tiempo, retiramos del horno la quiche de verduras y servimos bien caliente.

¿Cocinaréis hoy la quiche de verduras? No dejéis de probar otra receta francesa famosa con verduras, la ratatouille"
https://www.pequerecetas.com/receta/pastel-de-pescado-patatas/,Pastel de pescado con puré de patatas para niños,2016-03-28 07:40:32+02:00,"Con una bonita presentación, este pastel de pescado con puré de patatas hará las delicias de cualquier niño.

Es muy importante incorporar pescado a la alimentación de nuestros hijos. Muchas veces no están por la labor porque no les llama la atención ver un filete en el plato sin ningún atractivo. Pero está en nuestras manos ser creativos, para ayudarles a probar todo tipo de alimentos de una forma atractiva. Por eso os traemos este pastel de pescado.

Esta receta de pastel de pescado nos ayudará a que los peques coman pescado sin rechistar. Entre sus ingredientes encontramos gambas, merluza, salmón, guisantes, salsa bechamel, cebollino, y puré de patatas casero. Su sabor es muy suave y altamente nutritivo.

¿Descubrimos cómo preparar pastel de pescado con patatas?

Receta de pastel de pescado con puré de patatas

Ingredientes

Puré de patatas

500 g patatas

1 l de agua

½ cucharadita de sal

20 g mantequilla o margarina

2 cucharadas queso rallado

Bechamel

500 g harina

40 ml aceite de oliva virgen extra

40 ml leche

½ cebolleta fresca

Cebollino

Relleno pastel de pescado

1 filete de merluza

1 filete de salmón

5 gambas

Guisantes congelados

Sal

Cómo hacer pastel de pescado con puré de patatas

Hacemos el puré de patatas

Pelamos y cortamos a trocitos las patatas .

Las cocemos durante 30 minutos o hasta que al pincharlas con un tenedor estén tiernas.

Escurrimos y vertemos en un bol.

Añadimos mantequilla y queso rallado, pasamos la batidora y reservamos el puré de patatas.

Preparamos la salsa bechamel

Añadimos aceite de oliva en un cazo

Mientras se calienta, troceamos la cebolleta y pochamos hasta que coja un ligero color.

Añadimos la harina y sofreímos bien, retiramos del fuego.

Añadimos leche bien caliente y con unas varillas removemos bien.

Llevamos el cazo de nuevo al fuego hasta que la bechamel comience a espesar, añadimos cebollino picado, retiramos del fuego y reservamos.

Montamos el pastel de pescado

En un recipiente apto para horno incorporamos el filete de salmón troceado, el filete de merluza troceado, las gambas peladas y a trocitos, y los guisantes congelados.

Vertemos por encima la salsa bechamel y por último el puré de patata.

Horneamos

Llevamos al horno durante 30 minutos, el puré de patatas tiene que quedar gratinado.

Servimos caliente.

¿Qué os ha parecido esta receta para niños? Seguro que los peques se comen este pastel de pescado sin protestar.

Prueba también el pastel de atún al horno (también podéis probar la versión de pastel de atún en microondas), el pastel de atún con pan de molde, el pastel de merluza, o el pastel de salmón con pan de molde, ¡deliciosos!"
https://www.pequerecetas.com/receta/pollo-patatas-papillote/,Pollo con patatas en papillote (receta FÁCIL y sana),2016-03-25 07:34:58+01:00,"Hoy os traemos una cena fácil, sana, y rápida: pollo en papillote. Casi no se tiene que cocinar, simplemente mezclamos los ingredientes de la salsa, ponemos las patatas, el pollo, limón y romero en un papillote dentro de papel de hornear y al horno, transcurridos unos minutos tendremos una maravillosa cena para disfrutar casi sin esfuerzo.

Con este pollo con patatas en papillote ya no hay excusas para preparar la cena por muy cansados que estemos, además gustará a todos los miembros de nuestra familia.

Vamos a ver cómo preparar esta increíble receta de pollo con patatas en papillote.

Receta de pollo con patatas en papillote

Ingredientes

2 pechugas de pollo (cada pechuga de pollo cortada por la mitad)

1 limón en rodajas finas

Salsa

3 cucharadas aceite de oliva virgen extra

1 cucharada de mostaza con miel (o sólo mostaza)

1/2 cucharadita tomillo seco

Ralladura de medio limón

Sal

Pimienta al gusto

Para las patatas

4 patatas (1 por comensal)

2 cucharaditas aceite de oliva virgen extra

Sal

Cómo hacer pollo en papillote

Preparamos el adobo para el pollo

Empezamos preparando la salsa en un cuenco pequeño.

Incorporamos todos los ingredientes: aceite de oliva virgen extra, mostaza, tomillo, ralladura de limón, sal y pimienta.

Reservamos

Pelamos las patatas

Pelamos las patatas y en cada hoja de papel de horno añadimos una patata pelada y cortada en rodajas.

Pincelamos las patatas con aceite de oliva y una pizca de sal.

Colocamos las pechugas de pollo dentro del papillote

Sobre las patatas ponemos la pechuga de pollo y pincelamos con la salsa que tenemos reservada.

Sobre la pechuga de pollo añadimos 3 rodajas de limón y una hoja de romero bien limpia.

Preparamos el papillote

Envolvemos bien la pechuga junto las patatas con papel de horno, formando un paquete bien sellado, nos podemos ayudar de hilo de cocina (el que se utiliza para las carnes) y lo atamos bien.

Llevamos al horno a 180º durante 30 minutos, calor arriba y abajo.

Cómo servir el pollo con patatas en papillote

Cuanto esté listo el pollo con patatas al papillote, servimos los paquetitos, sin abrir nada más sacarlos del horno. Cada comensal se abre el suyo con mucho cuidado porque saldrá vapor.

¿Qué te parece este rico pollo con patatas al papillote?

Si quieres preparar otras recetas con papillote, prueba el salmón en papillote, o la merluza en papillote, fáciles y sanas."
https://www.pequerecetas.com/receta/tarta-calabaza/,Tarta de calabaza,2016-03-18 08:41:58+01:00,"Esta receta de tarta de calabaza es una de nuestras favoritas: se trata de una tarta con un exterior crujiente y un relleno cremoso, suave y muy especiado… ¡Está deliciosa! Esta tarta de calabaza es apropiada para cualquier momento, tanto como postre como para tomar a media tarde.

La calabaza es una hortaliza muy saludable que podemos encontrar todo el año en el mercado, y nos gusta tanto en salado, como por ejemplo en la lasaña de calabaza y pollo, como en dulce como este esponjoso bizcocho de calabaza que es uno de los favoritos de los peques.

Animaos a comprar calabaza en el mercado y preparad esta tarta de calabaza el fin de semana porque seguro que hacéis feliz a alguien.

Receta de tarta de calabaza

Ingredientes

1 lámina de masa quebrada

700-800 g de calabaza, ya limpia

Ralladura de una naranja

1 rama de canela

4 clavos

1 pizca de nuez moscada

3 huevos

100 g de azúcar moreno

200 ml de nata líquida para montar

Utensilios

Molde desmontable para tartas y quiches como este

Cómo hacer tarta de calabaza

Cocinamos la calabaza

Ponemos en un cazo la calabaza cortada en trozos junto con la ralladura de naranja, los clavos, la canela y la nuez moscada. Tapamos y dejamos cocinar a fuego muy suave unos 30 minutos. Si notáis que la calabaza se os pega (dependerá del tipo), podéis añadir unas gotas de agua, pero muy poco. Una vez pasado el tiempo retiramos la canela y los clavos.

Preparamos el relleno de la tarta de calabaza

Dejamos que se temple un poco e incorporamos la nata, los huevos y el azúcar, trituramos todo.

Horneamos

Extendemos la lámina de masa quebrada en el molde, pinchamos con un tenedor toda la superficie y horneamos unos 10 minutos a 200º C. Sacamos del horno y vertemos la mezcla, metemos de nuevo en el horno, a 180º C unos 35 o 40 minutos, hasta que la crema esté cuajada.

Si queréis podéis espolvorear esta tarta de calabaza con azúcar glass una vez que se haya enfriado ¡A disfrutar de esta deliciosa tarta con calabaza!

Otras recetas con calabaza que te gustarán

Y algunas recetas de tartas:

Algunos enlaces aquí publicados son de afiliados. No obstante los artículos recomendados responden a una decisión de criterio del equipo de Pequerecetas, no existiendo ningún incentivo por parte de las marcas."
https://www.pequerecetas.com/receta/pasta-salsa-pesto-espinaca/,Pasta con salsa pesto de espinacas,2016-03-16 08:37:36+01:00,"Hoy os traemos una receta de pasta rápida, ligera y deliciosa, ¿qué más se puede pedir? Prepararemos pasta con salsa pesto de espinacas, una variante nutritiva y con un sabor delicado que conquistará a todos en casa, sobre todo a los peques.

Como sabéis la salsa pesto tradicional se realiza con albahaca, nosotros la prepararemos usando espinacas frescas, lo que le dará un sabor más suave y nos ayudará a incluir esta verdura en la dieta de la familia.

Nosotros hemos preparado esta salsa pesto de espinacas sin ajo, pero si en casa os gusta podéis agregar un diente de ajo picado a la receta. ¿Vemos el paso a paso?

Receta de pasta con pesto de espinacas

Ingredientes

300 g de pasta a elección

200 g de espinacas frescas

30 g de nueces peladas

30 g de almendras peladas

60 g de queso parmesano

1 cucharada de zumo de limón

4 cucharadas de aceite de oliva extra virgen

sal

Cómo hacer pasta con salsa pesto de espinacas

Cocemos la pasta

Hacemos la salsa pesto de espinacas

Mientras tanto lavamos y limpiamos las espinacas y las ponemos en el vaso de la licuadora o robot de cocina junto con las nueces, las almendras, el queso y el zumo de limón.

Licuamos agregando el aceite de oliva, hasta que la salsa tenga la consistencia deseada.

Probamos y salamos a gusto.

Reservamos

Cocemos la pasta

Antes de hacer la salsa ponemos a hervir el agua para la pasta. Si queréis que os quede perfecta, seguid nuestros consejos para cocer la pasta.

Cuando el agua rompe el hervor agregamos sal gruesa (aprox. 12-15 g por cada litro de agua) y echamos la pasta

Cocemos la cantidad de minutos que pone en el paquete.

Al cumplirse el tiempo colamos, reservando 3 o 4 cucharadas del agua de cocción.

Condimentamos la pasta con el pesto de espinacas

Condimentamos la pasta con la salsa de espinacas, agregando el agua de cocción si nos queda muy seco.

Servimos inmediatamente.

Probad esta pasta con salsa de espinacas… y luego nos contáis qué tal.

Si te gustan las recetas con espinacas te recomendamos hacer el tradicional potaje de espinacas con garbanzos, verás cómo repites. Prueba también la crema de espinacas, que este caso se hace añadiendo nata para cocinar. Y en versión sólido las espinacas a la crema gratinadas al horno están para chuparse los dedos. Otras recetas deliciosas que te recomendamos son la pasta con espinacas, la quiche de espinacas, la lasaña de espinacas, o las croquetas de espinacas."
https://www.pequerecetas.com/receta/palitos-de-pizza-pepperoni/,Palitos de pizza pepperoni,2016-03-14 08:14:44+01:00,"Palitos de pizza pepperoni, una idea muy divertida y sencilla de preparar en casa que los peques y no tan peques devorarán en segundos. En casa los viernes solemos hacer pizza y nos gusta variar la receta de vez en cuando: esta ha triunfado y es ideal para preparar en cualquier fiesta infantil, en este caso haced el doble porque seguro que vuela.

Estos palitos de pizza podéis elaborarlos con los ingredientes que más os gusten en casa, nosotros por ejemplo una veces ponemos pepperoni y otras chorizo «tipo Pamplona» que no pica, pero también podéis ponerle jamón york o unas espinacas. Seguro que de una forma u otra os encantan. En cuanto a la masa esta vez hemos recurrido a comprarla pero podéis hacer también la masa de pizza vosotros mismos.

No sólo son divertidos de presentar en la mesa también lo son de cocinar, así que no dudéis en animar a los peques a que os ayuden a hacer estos palitos de pizza pepperoni, seguro que pasáis un rato inolvidable juntos en la cocina.

Palitos de pizza pepperoni

Ingredientes

1 lámina de masa para pizza

4 cucharadas de tomate

Pepperoni (nosotros hemos puesto chorizo)

Queso mozzarella

Orégano

Cómo hacer palitos de pizza pepperoni

Extendemos la masa de pizza, ponemos un poco de tomate frito en toda la superficie y en la mitad superior, es decir, desde el centro hasta arriba, cubrimos con el pepperoni. Ponemos por encima mozarella rallada y un poco de orégano. Doblamos la masa.

Con un cuchillo o un cortapizza cortamos tiras de unos 2 centímetros de ancho. Retorcemos cada tira liándola sobre sí misma. Los ponemos en una bandeja, ponemos un poco de queso por encima y horneamos a 180 º C unos 15 minutos.

Servimos recién horneados estos Palitos de pizza con pepperoni.

Probad estos palitos de pizza pepperoni. ¡Y a disfrutar!"
https://www.pequerecetas.com/receta/patatas-hasselback-al-horno/,Patatas Hasselback al horno,2016-03-11 08:12:36+01:00,"Las patatas Hasselback al horno son un bocado de lo más rico que he probado últimamente, aunque ya las preparé hace algún tiempo, no recordaba que me gustaran tanto. Lo mejor es que a los pequeños de casa también les ha gustado muchísimo.

Las patatas Hasselback son unas patatas cortadas en láminas pero sin llegar al final, en el paso a paso veréis un sencillo truco para no pasarnos con el cuchillo y terminar cortando la patata en rodajas: se trata de poner una cuchara como base, así podemos hacer los cortes a las patatas sin llegar a trocearlas del todo. A continuación se rellenan con queso, se añade un poquito de sal y un chorrito de aceite de oliva y se llevan al horno.

Me gusta presentarlas con un poquito de crema agria por encima, unos trocitos de bacon y unos trocitos de cebolleta, un bocado realmente apetitoso.

Patatas Hasselback al horno

Ingredientes

10 patatas pequeñas (van en bolsa y ya están lavadas)

Queso Cheddar curado

Aceite de oliva virgen extra

Sal gorda

Bacon

Cebolletas

Crema agria:

250g nata 35%mg fria

3 cucharaditas zumo de limón

2 cucharaditas vinagre blanco

Un poquito de sal

Cómo preparar patatas Hasselback al horno

En primer lugar vamos a preparar la crema agria: Añadimos nata líquida muy fría en un bol, vertemos 3 cucharaditas de zumo de limón y con unas varillas comenzamos a batir, veremos como al pasar unos minutos la nata va cogiendo cuerpo.

Una vez que empiece a coger más consistencia, añadimos las cucharaditas de vinagre blanco y mezclamos. Añadimos la sal y seguimos batiendo hasta que espese, tardará unos minutos. Si veis que queda muy espesa, podéis aligerar la crema agria añadiendo un poquito de leche. Se puede conservar la crema agria en un tupper durante 8 días aproximadamente, además de en esta receta se puede utilizar en muchísimas más. Reservamos.

Patatas Hasselback:

Cortamos el queso por la mitad y la mitad en lonchas finitas.

Nos ayudamos de una cuchara para cortar las patatas, sin miedo cortamos hasta el final.

Rellenamos cada hueco de la patata con las lonchas de queso, añadimos por encima un poquito de aceite de oliva virgen extra y sal y colocamos en el horno a 180º durante 30 minutos aproximadamente, el tiempo es siempre orientativo.

Retiramos del horno y dejamos enfriar sobre una rejilla, tienen que perder parte del calor para poder decorar las patatas con la crema agria, unos trocitos de bacon fritos y unos trocitos de cebolleta fresca."
https://www.pequerecetas.com/receta/salmon-en-papillote/,Salmón en papillote,2016-03-10 13:16:00+01:00,"Tras explicaros cómo cocinar en papillote, os voy a dar una receta de salmón en papillote.

El salmón, como pescado azul, aporta proteínas de buena calidad y grasa de tipo omega 3, que protege de las enfermedades cardiovasculares. Entre las vitaminas que contiene cabe destacar la vitamina D, necesaria para una correcta absorción del calcio por parte de los huesos.

La ventaja de cocinar el salmón en papillote es, además de lo sencillo que resulta, que suaviza mucho su sabor, que es un poco fuerte cuando se cocina a la plancha, por lo que resulta ideal para los niños. No dejéis de probarlo porque seguro que cuando lo hagáis así repetiréis…

Y recordad que los ingredientes que os doy aquí se pueden variar a vuestro gusto, podéis añadir champiñones, gambas, cebolla, pimientos o cualquier cosa que se os ocurra. Como siempre, jugar con la imaginación….

Salmón en papillote

Ingredientes

4 rodajas o filetes de salmón sin espinas

1 limón

aceite de oliva o mantequilla

Sal y pimienta al gusto

Preparación del salmón en papillote



Salpimenta los filetes de salmón.

Corta el papel aluminio en 4 cuadrados y pintalos con aceite de oliva. En cada trozo de papel, coloca el limón cortado en rodajas y encima el salmón, también podéis poner cebolla, tomate o cualquier otra verdura. Antes de cerrar cada paquete, coloca una nuez de mantequilla o de aceite de oliva sobre el salmón.

Cierra cada paquete bien y colócalos en una fuente para horno durante 20 minutos a 220ºC (dependiendo del horno, recuerda que el papillote se hincha cuando está en su punto).

Sirve en cada plato el paquete de papillote, semi abierto.

Vía:Stone soup"
https://www.pequerecetas.com/receta/soldaditos-de-pavia/,Soldaditos de Pavía (aperitivo tradicional de Madrid),2016-03-09 08:07:04+01:00,"Los soldaditos de Pavía es una receta de Semana Santa típica de Madrid, un aperitivo delicioso que combina la jugosidad del bacalao con el crujiente del rebozado, sin duda tenéis que probarlo.

Si os estáis preguntando el origen de este curioso nombre para un aperitivo, hay varias teorías, como la que afirma que el nombre de soldaditos de Pavía viene de la disolución de las Cortes por los húsares o soldados al mando del General Pavía. Sea como sea, este es uno de los aperitivos más populares de la gastronomía madrileña. Estos «Soldaditos de Pavía» son unas tiras de bacalao desalado rebozadas que deben quedar tostadas y crujientes.

Sobre esta receta un pequeño consejo que os puedo aportar es que consigáis bacalao desalado de calidad, es fundamental para tener éxito con la receta. Además es importante servirlo nada más freír para que el rebozado esté bien crujiente.

Espero que disfrutéis tanto como nosotros con esta receta de soldaditos de Pavía.

Receta de soldaditos de Pavía

Ingredientes

500 g bacalao desalado

Zumo de dos limones

2 cucharaditas de pimentón dulce

Una pizca de pimienta

3 cucharadas de aceite de oliva virgen extra

Aceite de oliva virgen extra para freír

Tiras de pimiento morrón

Rebozado

1 huevo batido

Harina de trigo

Cómo hacer soldaditos de Pavía

Adobamos el bacalao

Cortamos el bacalao en tiras y reservamos.

En una fuente preparamos el adobo: mezclamos zumo de limón, 3 cucharadas aceite de oliva y el pimentón, añadimos el bacalao desalado y dejamos macerar en la nevera durante tres horas.

Rebozamos y freímos los soldaditos de Pavía"
https://www.pequerecetas.com/receta/decorar-galletas-glasa-real/,Cómo hacer galletas decoradas con glasa real,2016-03-06 08:04:15+01:00,"Las galletas decoradas son un detalle muy especial para cualquier celebración, ya sea un cumpleaños infantil, una comunión, un bautizo… Pueden ser las estrellas de la mesa dulce o también un detalle original para regalar a los invitados. Por eso hoy nos vamos a atrever a hacer galletas decoradas con glasa. Cuando las vemos nos pueden parecer dificilísimas y no nos vamos a engañar, sencillas no son, pero hoy lo intentaremos con nuestros consejos básicos y aprenderemos cómo decorar galletas con glasa real.

Si os gusta la repostería, las galletas decoradas con glasa son una de las cosas que seguramente os gustaría aprender a hacer. Os daremos consejos para preparar las galletas, la glasa real y por supuesto cómo decorar con ella. ¿Lo vemos?

Cómo decorar galletas con glasa real

Galletas decoradas, materiales necesarios

Os dejamos una lista básica de los materiales que necesitaréis. Si le cogéis la mano a la técnica, esta lista se podrá ir ampliando a medida que vayáis progresando y mejorando. A estos materiales tenéis que agregar cuencos, cucharas, espátulas, etc., las cosas que todos tenemos seguro en nuestra cocina.

Batidora: os servirá para preparar la glasa real y si además es amasadora (puedes comprarlo online como ésta), podéis hacer la masa de las galletas con ella

os servirá para preparar la glasa real y si además es amasadora (puedes comprarlo online como ésta), podéis hacer la masa de las galletas con ella Colador o tamizador: os servirá para tamizar el azúcar glas (puedes comprarlo online aquí)

os servirá para tamizar el azúcar glas (puedes comprarlo online aquí) Balanza: para pesar las cantidades justas de cada ingrediente (te recomendamos un modelo como éste ya que trae un bol que puedes utilizar para mezclar)

para pesar las cantidades justas de cada ingrediente (te recomendamos un modelo como éste ya que trae un bol que puedes utilizar para mezclar) Papel film de cocina: para cubrir la glasa real una vez preparada para que no se seque

para cubrir la glasa real una vez preparada para que no se seque Mangas pasteleras: para rellenarlas con la glasa y decorar las galletas. Necesitaréis una para cada color, por lo que son aconsejables las desechables como éstas

para rellenarlas con la glasa y decorar las galletas. Necesitaréis una para cada color, por lo que son aconsejables las desechables como éstas Boquillas y/o biberones: necesitaréis una boquilla fina para los contornos y para rellenar podéis usar un biberón de plástico (puedes comprarlo online aquí), o una boquilla más gruesa, lisa.

necesitaréis una boquilla fina para los contornos y para rellenar podéis usar un biberón de plástico (puedes comprarlo online aquí), o una boquilla más gruesa, lisa. Colorantes en gel o pasta: para dar color a la glasa (puedes comprarlo online aquí)

para dar color a la glasa (puedes comprarlo online aquí) Pincel plano pequeño: para alisar los picos que puedan quedar en las líneas de contorno (te recomendamos un juego de pinceles para decorar como éste)

Galletas de mantequilla decoradas

La receta de galletas que se utiliza para hacer galletas decoradas es la de las galletas de mantequilla, porque necesitamos que mantengan la forma perfecta y no se inflen. Hace ya un tiempo os dimos 10 secretos para hacer galletas perfectas que os recomiendo seguir para obtener el mejor resultado.

Cómo hacer la glasa real para decorar galletas

¿Qué es la glasa real? Es una mezcla de clara de huevo y azúcar glas que se endurece al secarse. Por eso se usa para decorar galletas, tartas y todo tipo de productos de repostería. Al no llevar cocción, os aconsejamos utilizar claras de huevo pasteurizadas (se consiguen en casi cualquier supermercado).

Para hacer la glasa necesaria para decorar unas 20 galletas necesitaréis:

75 g de clara de huevo pasteurizada

aprox. 450 g de azúcar glas

unas 5 gotas de zumo de limón

Glasa para delinear los contornos

Batimos un poco las claras para que espumen y luego vamos agregando poco a poco el azúcar glas, batiendo con nuestra batidora a la velocidad más baja que tenga, para que a la mezcla le entre la menor cantidad posible de aire.

Cuando ya hemos incorporado casi todo el azúcar, agregamos también el limón.

Tenemos que obtener una consistencia firme que nos permita delinear y las cantidades de azúcar pueden variar un poco dependiendo del azúcar que hayáis utilizado y de la humedad del ambiente, por lo que conviene ir haciendo pruebas y agregar poco a poco más azúcar si hace falta. Para saber si la glasa está en su punto justo, con una cucharita echad un poco dentro de la boquilla fina y presionadla con el dedo para que salga; haced dos líneas que se crucen, si se funden entre ellas todavía hay que agregar más azúcar. Debemos procurar batir lo menos posible, para que la glasa quede brillante y lisa.

Una vez que hayamos logrado la consistencia deseada, la teñimos con los colorantes (agregamos el color gota a gota para no pasarnos)

Separamos la cantidad que usaremos para delinear, la cubrimos con film de cocina y con el resto, prepararemos la glasa real para rellenar los dibujos.

Glasa real para el relleno de dibujos

La glasa real que usaremos para rellenar los dibujos debe ser más fluida que la que usaremos para los contornos.

Para ello vamos agregando gotas de agua y mezclando con una espátula, hasta que al hacer un pico en la glasa con la espátula, éste desaparezca en unos 5 o 6 segundos.

Una vez que tenemos la consistencia deseada la cubrimos con film de cocina y la dejamos reposar por media hora.

Pasado este tiempo, si hace falta, pasamos una espátula por la superficie para eliminar las bolas de aire y ya tenemos la glasa lista.

Preparado de glasa real

Nuestro consejo para facilitar todo es que compréis el preparado para hacer el Royal Icing o Glasa Real ya hecho, porque solo tienes que añadirle más o menos agua, para hacerla más espesa para los bordes o menos para el relleno:

Cómo hacer galletas decoradas

Ahora que tenemos todo listo, podemos comenzar a decorar nuestras galletas:

Lo primero que haremos es delinear nuestra galleta.

Para ello rellenamos una manga pastelera con boquilla fina con la glasa real más dura, la primera que hemos preparado.

Una vez que tenemos lista la manga, apoyamos la boquilla sobre la galleta teniendo la manga a 45° y presionamos hasta que salga la glasa.

Ni bien empieza a salir, levantamos un poco la manga y seguimos delineando haciendo una presión constante.

Cuando queremos cortar la línea, dejamos de presionar y apoyamos la boquilla de nuevo sobre la galleta.

Para que las líneas nos queden lo más precisas posible es conveniente hacerlas en tramos, por ejemplo primero el lado izquierdo de la galleta y después el derecho, y luego con el pincel humedecido en agua dar unos golpecitos en las uniones de las líneas para alisarlas.

Imagen: Cake Journal

Una vez que tenemos el contorno listo, cogemos el biberón o la manga con boquilla gruesa que habremos preparado previamente con la glasa de relleno y rellenamos desde el centro hacia los bordes

No importa si no cubrís perfectamente todo, porque luego con un palillo haremos movimientos circulares para distribuirla bien.

Una vez que la hemos distribuido bien con el palillo, sacudimos un poco la galleta sin levantarla de la mesa para nivelar la glasa y dejamos secar.

Para que lo entendáis aún mejor, os dejamos un breve vídeo tutorial donde se ven estos pasos que acabamos de explicar:

Cómo conservar las galletas decoradas

Las galletas decoradas se conservan por mucho tiempo (hasta dos meses) en latas, por lo que podéis hacerlas con anticipación si queréis sorprender a todos en vuestra próxima fiesta. Como os he dicho al principio, no es una técnica fácil, pero con un poco de práctica podemos hacer nuestras propias galletas decoradas adaptándolas a nuestras capacidades. ¡Haced la prueba y veréis cómo os coge la mano!

Algunos enlaces aquí publicados son de afiliados. No obstante los artículos recomendados responden a una decisión de criterio del equipo de Pequerecetas, no existiendo ningún incentivo por parte de las marcas."
