title,intro,order,votes,comensales,duración,para,dificultad,ingredientes,url,coste,types
Tarta manzana de Sesc,,"['1\nLo primero sera hacer al horno 6 manzanas golden, para ello les haremos un corte i les pondremos una cucharada de azucar, regandolas con licor de menta.', '2\nEn una bandeja de horno pondremos una base de hojadre, MUY IMPORTANTE PARA ESTA COCCION ES PRIMERO QUE EL HORNO ESTE CALIENTE Y OTRA LA SITUACIÓN DE LA BANDEJA DEBE SER EN LA ZONA MEDIA BAJA, CON UNA BANDEJA POR ENCIMA PARA QUE NO LE DE EL GRILL DE MOMENTO Y ASI SUBA LA MASA POR EL CENTRO, EN ESTE CASO NO DEBE DEPINCHARSE EL HOJALDRE PUES INTERESA QUE SE SUBA EL MAXIMO', '3\nUna vez cocida la masa se parte con cuidado en dos, colocando unas cucharadas de crema, flan o confitura al gusto, y colocar a trozos la manzana ya fria.', '4\nTapar , espolvorear con azucar glas y gratinar RAPIDAMENTE SIN MOVERSE DE DELANTE DEL HORNO PUES ES MUY RAPIDO', '5\nQUE APROVECHE.']","Valoración: 3,5 (19 votos)",,,,Dificultad media,"['6 Manzanas', '1 Cucharada de Azúcar', 'Licor de menta', '1 Cucharada de Crema']",https://www.recetasgratis.net/receta-de-tarta-manzana-de-sesc-33237.html,,
tarta de queso con sobaos,,"['1\nSE MEZCLA EN ESTE ORDEN:', '2\nAGUA, EL SOBRE ROYAL, FILADELPHIA, AZÚCAR.', '3\nAPARTE SE TIEMPLA UN POCO LA NATA Y SE MEZCLA TODO. A CONTINUACION SE BATE TODO,LUEGO AL BOL Y POR ÚLTIMO AL FRIGO HASTA EL DIA SIGUIENTE.', '4\nPOR ENCIMA SE LA PUEDE HECHAR CUALQUIER MERMELADA GRACIAS Y ESPERO QUE OS GUSTE!!!!!!!!1']","Valoración: 3,3 (21 votos)",,,,Dificultad alta,"['SOBAOS (20 MAS O MENOS)', '400G DE QUESO DE FILADELPHIA', '6 CUCHARADAS SOPERAS DE AZÚCAR', '1 SOBRE DE ROYAL DE LIMON', '250 DE AGUA TEMPLADA', '1 LITRO DE NATA MONTADA(PASCUAL)']",https://www.recetasgratis.net/receta-de-tarta-de-queso-con-sobaos-33153.html,,
MERMELADA DE ZAPALLO CON PIÑA,,"['1\nSe pela el zapallo luego se pica en cuadritos y se pesa los tres kilos y se coloca en una olla de fierro y se lleva a fuego luego de media hora que a hervido el zapallo ase adiciona la piña, esperamos 20 minutos que hierva para adicionar la manzana con el azucar y dejamos hervir por el espacio de 40 minutos.', '2\nLuego se hace la prueba de la gota que consiste en tener un vaso con agua y hay sacaremos de la olla con una cuchara un poquito de mermelada y dejamos caer unas cuantas gotas y si estas se desasen en el fondo del vaso todavia falta hervir la mermelada y si la gota no se desase ya esta lista para disfrutar se vaja del fuego la olla para dejar enfriar y luego envasar en envases de vidrio esta mermelada tiene una duracion de medio año.']","Valoración: 3,6 (19 votos)",,,,Dificultad baja,"['tres kilos de zapallo', 'tres kilos de azucar Rubia', 'una piña', 'un kilo de manzana']",https://www.recetasgratis.net/receta-de-mermelada-de-zapallo-con-pina-33141.html,,
flan capuchino,,"['1\nCalentar la nata e ir echando un sobre de flan para disolverlo.', '2\nEn un cuenco pequeño poner una cucharada sopera de agua y una cucharada de polvos capuchinos nescafe.', '3\nMezclar con la nata y el fan y listo para guardar en un recipiente en el frigorifico.', '4\nMuy pocas calorias y se puede cambiar el sabor capuchino por el sobre tipico de cafe descafeinado.']","Valoración: 4,2 (13 votos)",,,,Dificultad baja,"['500 ml de nata', 'flan 4 porciones', 'cucharada de nescafe capuchino en polvo']",https://www.recetasgratis.net/receta-de-flan-capuchino-33081.html,,
Flan al baño María,"Podemos elaborar flan casero de múltiples formas, en frío, en el microondas, en el horno e, incluso, al baño María. Para los que desconozcan este método de cocción, el baño María es una técnica que consiste en cocinar un alimento proporcionando calor indirecto introduciendo el recipiente con la preparación dentro de otro más grande con agua hirviendo. Sigue leyendo y aprende con RecetasGratis.net a hacer flan al baño María.","['1\nPara preparar este delicioso flan casero lo primero que debes hacer es licuar los cinco huevos junto con la leche condensada y la leche evaporada.', '2\nEnseguida, agrega las dos cucharaditas de extracto de vainilla a la mezcla y sigue batiendo.', '3\nCuando todo esté bien mezclado y muy bien licuado, resérvalo un momento. Luego, coge un cazo y pon a calentar el agua con el azúcar para hacer el caramelo. Caliéntalo a fuego medio y moviendo la preparación con una cuchara de madera o espátula. Cuando el azúcar se haya disuelto y el caramelo esté espeso, viértelo en los moldes para flan.', '4\nSobre el caramelo vierte la preparación del flan de huevo, tapa los moldes con papel de aluminio y colócalos en una bandeja de horno de borde alto. Para cocinarlos al baño María tendrás que llenar la bandeja de agua hasta alcanzar la mitad de los moldes. Hornea el flan al baño María durante 45 minutos a 165ºC.', '5\nSi no dispones de horno puedes cocinar el flan al baño María con una olla a presión. Introduce el molde del flan tapado con papel de aluminio en la olla, vierte agua hasta llegar a la mitad del molde, tapa la olla y cocina durante 25 minutos desde que el agua empiece a hervir.', '6\nComprueba que el flan está listo pinchándolo con un palillo de madera, si sale limpio es que ya está. Deja que el flan casero se enfríe y sírvelo con nata montada o chocolate fundido.']","Valoración: 3,9 (103 votos)",6 comensales,45m,Plato principal,Dificultad media,"['5 Huevos', '1 lata de Leche evaporada', '1 lata de Leche condensada', '2 cucharadas de postre de Extracto de vainilla', '2 tazas de Azúcar (400 gramos)', '½ taza de Agua (120 mililitros)']",https://www.recetasgratis.net/receta-de-flan-al-bano-maria-33060.html,,[]
Tartaleta de manzana facil,,"['1\nPara la masa: coloca todos los ingredientes de la base y mezclalos hasta que quede una masa, colocala en medio de 2 plasticos y con un rodillo estirala hasta que quede un poco delgada, colocala en tu molde y con un tenedor haz orificios.', '2\nPra el relleno: pela las manzanas, partelas a la mitad y quitales el corazòn.', '3\nPartelas en rodajas medianas.', '4\nColocalas sobre la base formando un circulo y en el centro colocalas kmo si estuviera la mitad de una manzana.', '5\nEn un tazon aparte mezcla el cuarto de azucar y las 2 cucharadas de canela y espolvorea las manzanas, que queden bien cubiertas.', '6\nCorta trozitos de mantequilla y ponlos encima.', '7\nMETELO A HORNEAR MEDIA HORA O HASTA K ESTE DORADO.']","Valoración: 3,4 (25 votos)",,,,Dificultad media,"['Para la base', '200gr de harina', '100 gr de mantequilla', '1 huevo', '1 pellizco de sal', '1 cucharada de azucar', 'Para el relleno', '3 manzanas', '1/4 de azucar', '2 cucharadas de canela molida', 'Mantequilla']",https://www.recetasgratis.net/receta-de-tartaleta-de-manzana-facil-33039.html,,
Flan casero de vainilla,,"['1\nCalentar la leche con la vainilla e infusionar. Agregarle la mitad del azúcar y llevar a hervor.', '2\nMezclar los huevos y el resto del azúcar. Una vez que la leche con el azúcar y la vainilla están a temperatura ambiente, unir ambas preparaciones y colar.', '3\nVerter el contenido en un molde con caramelo. Tapar con papel aluminio y colocar en una asadera con agua.', '4\nHornear en horno suave, unos 45 minutos. Se debe retirar una vez que el flan esté firme.', '5\nPara el caramelo hay que colocar azúcar y unas cucharaditas de agua en una cacerola y cocinar hasta que se funda.']","Valoración: 4,4 (81 votos)",,,,Dificultad alta,"['6 Huevos', '300 grs Azúcar', '500 cc Leche', '1 cucharada de Esencia de vainilla']",https://www.recetasgratis.net/receta-de-flan-casero-de-vainilla-33035.html,,
Tarta queso al horno casera,"Preparar una deliciosa tarta de queso al horno casera nunca había sido tan fácil, porque gracias a RecetasGratis.net, hoy podréis elaborar esta apetitosa tarta de queso al horno fácil y rápida. Para nosotros, las tartas de queso al horno son uno de los pasteles que más nos gustan porque están exquisitos y combinan bien con cualquier tipo de mermelada o coulis de frutas. Además, no solo las tartas de queso caseras están riquísimas, sino que pueden servirse en cualquier ocasión que se presente, no solamente como postre después de las comidas. ¡Así que anímate y echa un vistazo al paso a paso de esta tarta de queso al horno casera!","['1\nPara preparar esta tarta de queso al horno casera, el primer paso que hay que hacer es triturar las galletas María con ayuda de una picadora o picatodo. Un vez estén molidas o machacadas, mezcla las galletas con unas dos o tres cucharadas de mantequilla y esa será la base de la tarta de queso al horno fácil y rápida.', '2\nA continuación, para hacer el pastel de queso al horno en sí, se baten 2 tarrinas de queso Philadelphia, 1 bote de nata, 3 yemas de huevo, 1 cucharada de harina y 3 cucharadas de azúcar.', '3\nA la mezcla de la tarta de queso casera se le añade las claras de huevo a punto de nieve y se mezcla lentamente. Precalentamos el horno a 180ºC.', '4\nDespués colocamos las galletas trituradas en la base de un molde para pasteles o tartas y con un poco de mantequilla, untamos los bordes del mismo.', '5\nColocar la mezcla de la tarta de queso casera encima de la base de galletas y hornearla durante aproximadamente 30-40 minutos.', '6\nUna vez fría, ya podremos servir nuestra tarta de queso al horno casera y acompañarla con algún tipo de mermelada:Mermelada de morasMermelada de uvasMermelada frutos rojosMermelada de fresas']","Valoración: 3,5 (33 votos)",6 comensales,45m,Postre,Dificultad baja,"['1 paquete de Galletas María (200 gramos)', '3 cucharadas soperas de Mantequilla', '2 tarros de Queso Philadelphia', '1 bote de Nata líquida', '3 Yemas', '1 cucharada sopera de Harina', '3 cucharadas soperas de Azúcar', '3 Claras']",https://www.recetasgratis.net/receta-de-tarta-queso-al-horno-casera-33006.html,,['Recetas al horno']
Espumilla con frutas,,"['1\nCon batidora eléctrica hacer la espumilla con las claras de huevo, azúcar y jugo de limón hasta formar una crema.', '2\nAparte diluir el sobre de gelatina en un cuarto de taza de agua hirviendo, para agregarle a la preparación anterior sin detener el batido hasta lograr mezclar todo bien.', '3\nRetirar rápidamente la batidora y con un tenedor continuar el batido para añadir la fruta picada. Colocar en una fuente refractaria y llevar a refrigeración.', '4\nEn un recipiente mezclar la leche evaporada con las yemas de huevo batidas, azúcar y canela en polvo, para luego cocinar a ""baño María"" hasta que tome consistencia. Dejar reposar un poco.', '5\nCon esta crema y las frutillas decorar al gusto la espumilla y colocarla nuevamente a refrigeración hasta el momento de servir.']","Valoración: 3,9 (57 votos)",5 comensales,30m,Postre,Dificultad media,"['4 claras de huevo', '1 sobre de gelatina sin sabor', 'El jugo de un limón', '4 cucharadas de azúcar granulada', '2 tazas de frutas al jugo sin el líquido en trocitos pequeños', '1/2 tarro de leche evaporada', '4 yemas de huevo', '4 cucharadas de azúcar', 'Canela al gusto', 'Frutillas.']",https://www.recetasgratis.net/receta-de-espumilla-con-frutas-33001.html,,[]
Helado de chocolate,,"['1\nCortar el chocolate en trozos y diluirlo en la leche caliente.', '2\nPoner en una cacerola las yemas, la fécula y el azúcar.', '3\nRevolver bien y agregar la leche y el chocolate diluido. Llevar al fuego revolviendo siempre hasta espesar.', '4\nRetirar y dejar enfriar bien.', '5\nBatir la crema de leche hasta espesar bien e incorporar a la preparación anterior.', '6\nBatir las claras con el azúcar restante a punto de merengue firme.', '7\nIncorporar la crema al merengue en forma envolvente.', '8\nVerter en cubeteras y llevar al congelador hasta obtener el punto helado.', '9\nEn el momento de servir decorar con hojas de menta y lengüitas de gato.']","Valoración: 3,8 (45 votos)",2 comensales,45m,Postre,Dificultad baja,"['2 tazas de Leche (480 mililitros)', '1½ tazas de Azúcar (300 gramos)', '2 cucharadas soperas de Maicena', '3 unidades de Yema', '100 gramos de Chocolate', '½ taza de Leche caliente', '200 gramos de Crema de leche', '3 unidades de Clara dehuevo', '3 cucharadas soperas de Azúcar']",https://www.recetasgratis.net/receta-de-helado-de-chocolate-32960.html,,[]
