title,intro,order,votes,comensales,duración,para,dificultad,ingredientes,url,coste,types
Kuchen de cerezas facil,,"['1\nMasa:', '2\nSe mezcla la margarina con el azucar, batiendo hasta formar una crema, agregar las yemas. luego de mezclar bien estos ingredientes, añadir la harina cernida junto con el polvo de hornear, uniendo con las manos.', '3\nLlevar al horno (previamente calentado) durante 15 min. aprox.', '4\nRelleno:', '5\nmezclar las cerezas con un poco de azucar (1 cucharada aprox.), adornando la masa antes cocinada.', '6\nBatir las claras a nieve, agregando el resto de azucar, hasta formar un merengue. dejar de lado y poner la leche al fuego, agregando poco a poco la maicena, para que valla espesando.', '7\nUna vez dado el primer hervor, retirar y juntar con el merengue, mezclandolo bien.', '8\nDespues d esto, vertir sobre la masa con cerezas y poner al fuego hasta dorar esta crema.']","Valoración: 4,1 (72 votos)",,,,Dificultad media,"['3 cucharadas de margarina', '6 cucharadas de azucar flor', '2 yemas de huevo (guardar las claras para el relleno)', '2 tazas de harina', '1 cucharadita de polvo de hornear', '2 tazas de cerezas (sin cuesco)', '1 taza de azucar granulada', '2 claras de huevo (sobrantes de la masa)', '1/2 litro de leche', '2 cucharadas demaicena']",https://www.recetasgratis.net/receta-de-kuchen-de-cerezas-facil-35903.html,,
Capirotada blanca de lechera,"Las capirotadas son un postre típico mexicano que se acostumbra comer en Cuaresma y Semana Santa y que se elabora con pan remojado en miel de piloncillo. En RecetasGratis.net te enseñamos cómo hacer capirotada blanca de lechera, una receta tradicional explicada paso a paso de forma fácil y rápida.","['1\nCalentar el agua junto con la leche evaporada. Una vez que la mezcla entibie agregamos, sin dejar de mover, la lechera, el piloncillo, el clavo, la pimienta negra, la canela y el bicarbonato. Hierve a fuego bajo y moviendo constantemente hasta que el piloncillo se deshaga y la leche espese un poco.', '2\nAparte, corta el bolillo en rebanadas y fríe el pan en mantequilla con aceite, volteándolas constantemente para evitar que se quemen.', '3\nSirve rebanadas de pan frito bañadas con lechera y decora con coco rallado y pasitas al gusto.', '4\nLas capirotadas blancas de lechera saben mejor calientitas y acompañadas con café americano o té negro. Esperamos que disfrutes ésta receta, y si tienes alguna duda, opinión o piensas que podríamos mejorarla, no dudes en escribir tus comentarios.']","Valoración: 4,1 (114 votos)",4 comensales,45m,Postre,Dificultad media,"['1 taza de Agua (240 mililitros)', '800 mililitros de Leche evaporada', '400 gramos de Leche condensada', '250 gramos de Piloncillo', '2 piezas de Clavo', '2 piezas de Pimienta negra', '1 rama de Canela', '½ cucharadita de Bicarbonato', '100 mililitros de Aceite', '70 gramos de Mantequilla']",https://www.recetasgratis.net/receta-de-capirotada-blanca-de-lechera-35819.html,,"['Recetas para Semana Santa', 'Recetas mexicanas']"
tarta de queso con confitura al gusto,,"['1\nSe desmenuzan las galletas, tantas como de gruesa se quiera hacer la base.', '2\nSe derrite en un cazo la mantequilla y se le mezclan las galletas, se pone en el fondo de un molde ""desmoldable"" y se deja en el refrigerador unas horas.', '3\nSe mezcla el requeson con el azucar, tanta como nos guste de dulce y se extiende sobre la capa de galletas previamente retirada del frigorifico.', '4\nSe extiende posteriormente la confitura o mermelada deseada por encima.', '5\nSe deja reposar el el frigorifico hasta su consumo.']","Valoración: 3,9 (23 votos)",,,,Dificultad baja,"['Un paquete de galletas digestive', 'Mantequilla', 'Requeson', 'Azucar al gusto', 'Mermelada o confitura al gusto']",https://www.recetasgratis.net/receta-de-tarta-de-queso-con-confitura-al-gusto-35740.html,,
Pay de manzana casero,,"['1\nSE CIERRNE LA HARINA, Y SE LE INCORPORA LA MANTECA CON UN TENEDOR, SE LE HACE UNA FUENTE EN EL CENTRO Y SE LA AGREGA LA SAL Y EL AGUA, QUE SON LAS 12 CUCH. DE AGUA; SE AGREGA LA HARINA RAPIDAMENTE, SIN AMASAR NADAMAS A JUNTAR LA MEZCLA, SE HACE UNA BOLA CON LA MASA Y SE DIVIDE EN 2 PARTES UNA ES PARA EL FONDO DEL MOLDE Y LA OTRA PARTE PARA CUBRIR EL PAY, EXTINDA CON EL PALOTE DE LAS TORTILLAS Y SE CUBRE EL MOLDE DE PAY, TAMAÑO MEDIANO. SE LE HACEN LAS ONDAS EN LA ORILLA PARA DARLE LA FORMA DE PAY Y SE PICA LA TARTALETA CON UN TENEDOR, ENCIMA SE LE PONE LA MANZANA CORTADA EN CUADRITOS Y SE BAÑA CON LA MERMELADA DE DURAZNO Y SE LE PONEN TROCITOS DE MANTEQUILLA EN EL REYENO Y EXPOLVORE CON CANELA MOLIDA; DESPUES CUBRA CON EL RESTO DE LA MASA, HACIENDOLE UNOS CORTES CON EL CUCHILLO ENCIMA PARA QUE SE LE SALGA EL VAPOR AL PAY, SE BARNIZA CON LECHE O BIEN PUEDE SER CON CLARAS DE HUEVO, POR ULTIMO EXPOLVORE CON AZUCAR GRANULADA Y HORNE A 350 GRADOS FRENGEIT POR 30 o 45 MINUTOS.']","Valoración: 3,5 (31 votos)",,,,Dificultad alta,"['2 TAZAS DE HARINA (NORMAL)', '1 CUCHARADITA DE SAL', '1 TAZA DE MANTECA VEGETAL', '10 o 12 CUCHARDAS DE AGUA', '1 KILO DE MANZANA (ACIDA) ES LA AMARILLA', '1 BARRA DE MANTEQUILLA', '1 FRASCO DE MERMELADA DE DURAZNO CHICO', '1/2 CUCHARADA DE CANELA MOLIDA']",https://www.recetasgratis.net/receta-de-pay-de-manzana-casero-35749.html,,
Mousse de frutas light,"La mousse de frutas es perfecta para dar por finalizado un menú pensado para una comida con amigos o familiares, puesto que se trata de un postre suave y de textura agradable. Sin embargo, acostumbra a estar cargado de calorías y, por ello, podemos encontrarnos ante invitados que rechacen consumirlo. Para evitar que esto ocurra y lograr quedar como el perfecto anfitrión, en RecetasGratis proponemos preparar una mousse ligera, ¿cómo? ¡Muy fácil!Aunque la mejor opción para acabar una comida copiosa es la mousse de limón, existe toda una variedad de frutas bajas en calorías que también podemos incluir en nuestra receta. Sigue leyendo y descubre con nosotros cómo hacer mousse de frutas light, ¡te encantará!","['1\nLo primero que debemos hacer para elaborar la mousse de frutas light es dejar listos los ingredientes. Luego, lavamos las piezas de frutas seleccionadas, retiramos la piel si tienen y las trituramos bien. Aunque puedes escoger las frutas que quieras, al ser un postre ligero recomendamos optar por aquellas con menos calorías, como la fresa, el durazno o la sandía.', '2\nAparte, hidratamos la gelatina sin sabor siguiendo las instrucciones del paquete. Aunque, en general, la gelatina en polvo acostumbra a disolverse en un poco de agua caliente.', '3\nMientras se hidrata la gelatina, batimos el queso crema y, poco a poco, vamos integrando las frutas trituradas. Luego, agregamos la gelatina y seguimos batiendo para unir perfectamente los ingredientes de la mousse de frutas light.', '4\nBatimos las claras a punto de nieve y las incorporamos a la mezcla anterior haciendo movimientos envolventes con ayuda de una espátula o cuchara. Después, repartimos la mousse ligera de frutas en recipientes individuales y reservamos en el frigorífico para que acabe de tomar la consistencia deseada, durante al menos dos horas.', '5\n¡Listo! Podemos decorar la mousse de frutas light con trozos de durazno, fresas, o la fruta seleccionada para su elaboración. Como ves, se trata de un postre sin azúcar perfecto tanto para grandes como para pequeños, e ideal para dejar volar nuestra imaginación y probar de realizar varias recetas de mousse ligeras.']","Valoración: 3,4 (29 votos)",4 comensales,2h 30m,Postre,Dificultad baja,"['300 gramos de Frutas variadas', '½ taza de Zumo de naranja', '2 sobres de Gelatina sin sabor (30 g)', '4 Claras de huevo', '150 gramos de Queso crema desnatado']",https://www.recetasgratis.net/receta-de-mousse-de-frutas-light-35683.html,,['Receta sin azúcar']
Yogurt casero sin yogurtera,,"['1\nPrecalentar el horno al máximo, mientras preparas la mezcla a un litro de agua hervida y tibia agregar taza y media (1 1/2) de leche en polvo, añadir y yogurt natural, llenar unos envases , colocarlos en una caja de carton que quepa en el horno y que tenga tapa.', '2\nAPAGAR el horno y colocar la caja con los respectivos envases llenos dentro del horno por 5 horas, luego sacar dejar enfriar y refrigerar, quedaran bien firmes, si quieres puedes añadir al fondo del envase antes de rellenar alguna mermelada.']","Valoración: 3,5 (33 votos)",6 comensales,8h,,Dificultad baja,"['Agua', 'taza y media (1 1/2) de leche en polvo', 'yogurt natural']",https://www.recetasgratis.net/receta-de-yogurt-casero-sin-yogurtera-35644.html,,[]
PASTEL CON FLAN,,"['1\nMEZCLAS EN LA LICUADORA, LAS LECHES , LOS HUEVOS Y LA VAINILLA.', '2\nY ABUSADOS PORKE AKI VIENE LO BUENO,', '3\nTOMAS EL MOLDE, LO ENGRASAS CON MANTEQUILLA, VACIAS CAJETA EN TODO EL FONDO DE EL MOLDE LUEGO VACIAS LO KE VA A SER EL PAN KE EN ESTA OCASION FUE DE CHOCOLATE, LUEGO VACIAS LA MEZCLA DEL FLAN ENCIMA DE LO KE VA A SER EL PAN MUY DESPACIO Y VERAS COMO SE HUNDE ESTA MEZCLA Y LO DEL PAN VA FLOTANDO, ES MUY IMPORTANTE KE SIGAS LOS PASOS AL PIE DE LA LETRA.', '4\nLUEGO LO PONES A BAñO MARIA O SEA KE VAS A TOMAR UN MOLDE MAS GRANDE LE VAS A PONER AGUA HASTA LA MITAD Y VAS A INTRODUCIR EL MOLDE CON LOS INGREDIENTES Y AL HORNO A FUEGO LENTO POR ESPACIO DE 1 HORA.', '5\nLUEGO RETIRAS DEL HORNO, DEJAS ENFRIAR UNA MEDIA HORA Y GIRAS EL MOLDE VERAS COMO SE DESPEGA Y RESVALA, LUEGO VOLTEAS Y PUEDES AGREGAR UN POKITO DE NUEZ MOLIDA, Y LISTO A DISFRUTARLO!!!!!']","Valoración: 3,7 (35 votos)",,,,Dificultad baja,"['LA CAJA DE HARINA PARA PASTEL DE CHOCOLATE', '3 HUEVOS', '1 1/3 DE TAZA DE AGUA', '1/2 TAZA DE ACEITE', '1 LATA DE LECHE CONDENSADA', '1 LATA DE LECHE EVAPORADA', '4 HUEVOS', '1 CUCHARADITA DE VAINILLA', '1 BOLSITA DE CAJETA']",https://www.recetasgratis.net/receta-de-pastel-con-flan-35645.html,,
Como hacer un pastel de chocolate,,"['1\nEn un bol mezclar la harina, el cacao, la sal y la levadura.', '2\nBatir la mantequilla con el azúcar hasta que esponje.', '3\nIncorporar la vainilla y los huevos uno a uno batiendo bien entre cada adición.', '4\nAgregar a la mantequilla, la harina alternando con la leche hasta formar una pasta suave.', '5\nVerter la masa en un molde previamente enmantequillado y enharinado y hornear a 200 grados aproximadamente 1 hora.', '6\nDejar enfriar y desmoldar.', '7\nPreparacion de la cobertura y el relleno: Fundir el chocolate junto con la mantequilla al baño de María.', '8\nDejar entibiar y mezclarlo con la nata montada.', '9\nAbrir el bizcocho por la mitad y rellenarlo con la mezcla anterio.', '10\nTaparlo y cubrirlo con la misma mezcla.', '11\nAdornar con almebdra tostada y picada.']","Valoración: 3,6 (33 votos)",,,,Dificultad media,"['3 tazas de harina', '3 cucharaditas levadura Royal', '1/4 de cucharadita de sal', '225 gramos de mantequilla', '1 1/2 tazas de azúcar', '1 1/2 cucharadas de vainilla', '5 huevos.', '1 taza de cacao en polvo', '1 1/3 tazas de leche', 'Ingredientes para la cobertura y relleno', '300 gramos de chocolate semiamargo rallado', '3 cucharadas de mantequilla', '2 cucharadas de nata montada']",https://www.recetasgratis.net/receta-de-como-hacer-un-pastel-de-chocolate-35626.html,,
rollo de leche,,"['1\nmezcla en un tazon la leche KLIM y la leche condensada hasta formar una maza homogenea.', '2\nLuego con un rodillo de amasar estire la masa sobre la mesa.', '3\nNo la deje ni tan gruesa..ni tan delgada ok? bien luego vierta y esparsa la jalea sobre toda la masa.', '4\nUna vez hecho esto enrrolle la masa y refrigere envuelta en papel aluminio por espacio de 30 minutos.', '5\nDespues de refrigerada cortela en rodajas.', '6\nA disfrutar.', '7\nEspero les guste esta receta.', '8\nBendiciones a todos y todas.']","Valoración: 3,3 (27 votos)",,,,Dificultad media,"['1 lata de leche chica de leche KLIM', '1 lata de leche condensada', '1 frasco de jalea de tu sabor preferido']",https://www.recetasgratis.net/receta-de-rollo-de-leche-35555.html,,
Flan de café dulce,,"['1\nMezclar todos los ingredientes en un traste a mano u utilizar una licuadora, Batir a conciencia hasta que se integren todos por completo.', '2\nCorregir el gusto de la mezcla añadiendo más café si es necesario.', '3\nColocar el azúcar y el agua en una olla pequeña y llevar a fuego medio hasta que se haga caramelo. Esto no debería tardar más de 15 minutos.', '4\nCuando el caramelo esté listo agregarlo al refractario o molde. Ir girando el molde para cubrir toda la superficie y los lados de éste con el caramelo líquido. Luego añadir la mezcla del flan.', '5\nPoner a baño María por un periodo de 60-70 minutos en el horno a una temperatura de 350º C.', '6\nLo dejas enfriar y listo. Para servir el flan de café puedes decorar con fresas y hojas de menta.']","Valoración: 3,3 (27 votos)",10 comensales,30m,Postre,Dificultad media,"['1 litro de Heavy cream', '1 litro de Leche Half & Half', '1 lata de Leche Carnation Clave', '1 lata de Lechera o Leche condensada', '12 unidades de Huevo', '2½ tazas de Azúcar (500 gramos)', '3 cucharadas soperas de Café instántaneo', '2 tazas de Azúcar (400 gramos)', '1 taza de Agua (240 mililitros)']",https://www.recetasgratis.net/receta-de-flan-de-cafe-dulce-35476.html,,['Receta sin sal']
