url,ingrediants,steps,title,uuid
https://elgourmet.com/recetas/niguiri-de-tamagoyaki/, Huevo 5 Unidades    Azúcar 1 ¾  Cucharadas   Sake 5 Cucharadas   Alga nori 1 Unidad   Arroz de sushi aderezado (shari) Cantidad Necesaria   Aceite Cantidad Necesaria   Sal Cantidad Necesaria  Para acompañar  Pikle de Jengibre Cantidad Necesaria   Salsa de soja china Cantidad Necesaria ,"En una sartén de tamago, colocar un poco de aceite, y retirar el exceso con papel de cocina. Llevar a fuego al fuego a temperatura baja, y colocar una capa de la mezcla de 3 mm máximo  y cuando se cocine sin tomar color y  babe, plegar en tres partes, y darle una forma rectangular de 6 cm de ancho y retirar de la sartén. Volver a aceitar levemente y colocar otra capa de 3 mm, y sobre esta  y en la punta superior colocar el rectagulo de huevo a reservado y plegar en tres partes comenzando por la parte que se agregò Realizar este procedimiento 2 veces mas o hasta que se acabe la mezcla de huevo. Retirar de la sartén, cortar los bordes laterales y cortar en làminas de 4 mm. Con tijera cortar cintas de alga nori de 1 cm de ancho. Humedecer las manos, tomar una porción de shari (arroz de sushi) y trabajar sin apretar mucho hasta dar forma. Colocar sobre una lámina de huevo (tamago), presionar un poco, dar vuelta y rodear con 1 tira de alga nori para sujetar la pieza. Acomodar en el plato  y servir con salsa de soja y pickle de jengibre.",Niguiri de Tamagoyaki,41351b02-5325-472b-9eea-a4d3d5562886
https://elgourmet.com/recetas/sashimi-de-lenguado-3/, Filetes de lenguado 2 Unidades   Lima 1 Unidad    Pepino 1 Unidad  Salsa  Salsa de soja 2 Cucharadas   Jugo De Limón 1 Cucharada  Para Acompañar  Nabo rallado Cantidad Necesaria   Cebolla de verdeo Cantidad Necesaria   Wasabi Cantidad Necesaria   Huevas de salmón Cantidad Necesaria   Benishoga (pickle de jengibre o gari) Cantidad Necesaria     ,"Retirar la piel y cortar laminas en un ángulo de 45°, de un tamaño de 7 cm de largo, x 2-3 cm de ancho, y 2 mm de espesor . Presentar en forma circular alrededor del plato seleccionado. Colocar laminas finas de pepino y en el centro una flor de sashimi de lenguado con rodajas de lima intercaladas. Terminar con una cucharadita de huevas de salmòn y servir acompañado  con gari, nabo rallado, cebolla de verdeo picada y wasabi y salsa. Salsa  En un bowl pequeño mezclar jugo de limòn y salsa de soja hasta integrar.  Reservar. En un bowl pequeño mezclar jugo de limòn y salsa de soja hasta integrar.  Reservar.",Sahime de lenguado,e187e250-219f-4695-856f-e67045924f8a
https://elgourmet.com/recetas/alfajores-de-chocolate/,MASA  Extracto de malta 40 g   Almidón de maíz 100 g   Azúcar 200 g   Bicarbonato de amonio 5 g   Bicarbonato De Sodio 5 g   Cacao amargo 20 g   Agua 50 cc   Huevos 120 g   Miel 50 g   Manteca 200 g   Harina 0000 400 g  RELLENO Y BAÑO  Aceite neutro 50 cc   Chocolate cobertura semi amargo 250 g   Dulce de leche de repostería 300 g ,"Batir la manteca pomada con el azúcar hasta blanquear, agregar el extracto de malta, la miel y los huevos. Tamizar la harina, el cacao y el almidón de maíz. Disolver los bicarbonatos en el agua y agregar a la preparación anterior. Unir los ingredientes secos. Tomar la masa sin amasar. Envolver en papel film y enfriar en heladera como mínimo una hs. Estirar la masa hasta lograr un espesor de 5 mm y cortar discos de 6 cm de diámetro, colocarlos en una placa enmantecada y fría. Hornear a 170° de 12 a 15 minutos. Enfriar y retirar de las placas. Para el RellenoRellenar las dos tapas con dulce de leche, fundir el chocolate a no más de 40°, retirar del baño María, agregar el aceite y mezclar. Bañar los alfajores y escurrir. Dejar en reposo 48 hs antes de consumir.",Alfajores De Chocolate,cf868cc7-a33e-4be5-b492-5c8be6079cb7
https://elgourmet.com/recetas/alfajores-de-maicena-tradicional/, Manteca 200 g   Yemas 10 unidades   Coco rallado Cantidad Necesaria   Dulce de leche de repostería Cantidad Necesaria   Esencia de vainilla Cantidad Necesaria   Polvo Para Hornear 25 g   Ralladura De Limón Cantidad Necesaria   Sal Cantidad Necesaria   Maicena 600 g   Azúcar impalpable 200 g ,"Batir la manteca blanda con el azúcar impalpable hasta blanquear, agregar las yemas, la vainilla y la ralladura de limón. Tamizar los ingredientes secos y hace una corona. Colocar el batido en el centro. Tomar la masa y unir sin amasar. Dejar descansar durante 15 minutos, estirar la masa hasta dejarla de 5 mm de espesor. Cortar las tapas del diámetro deseado. Colocarlas sobre placas enmantecadas y enharinadas. Hornear a 160° de 8 a 10 minutos. No deben colorearse mucho. Retirar y dejar enfriar sobre rejilla.",Alfajores De Maicena Tradicional,6e213728-160d-4844-a97e-2b1b423cfac4
https://elgourmet.com/recetas/semifrio-de-frambuesa-y-yogur/, Yogur griego 375 g   Agua de rosas 10 g   Azúcar 15 g   Claras de Huevos 3 Unidades   Crema de batir 230 g   Crema batida    Gelatina en Polvo 10 g   Mini rosas    Azúcar glass 75 g   Soletas    Hojas De Menta     Agua 50 g ,"PROCEDIMIENTO Hidratar la grenetina con el agua, derretir y colocar en un recipiente. Agregar el yogur el azúcar glass, el agua de rosas, temperar la crema y agregarla, batir a incorporar, en baño maría colocar las claras y el azúcar, mover hasta esponjar, vaciar a la mezcla anterior y mover a incorporar. Vaciar una porción en molde deseado, colocar soletas troceadas, esparcir frambuesas, agregar el semifrío restante, refrigerar por dos horas, desmoldar, decorar con crema batida, frambuesas y hojas de menta.",Semifrío de Frambuesa y Yogur,47fb7150-0086-41cc-bd2a-cad58741e456
https://elgourmet.com/recetas/volcan-de-elote-y-rompope/, Granos De Elote Crudos 380 g   Lata de leche condensada 290 g   Mantequilla 80 g   Queso crema 170 g  CREMA DE ROMPOPE  Rompope    Azúcar    Crema para batir   MEZCLA DE SEMILLAS  Ajonjolí 2 cucharas   Almendra fileteada 2 cucharadas   Amaranto 2 cucharas   Nueces molidas 2 cucharadas ,"PROCEDIMIENTO Precalentar horno a 170°C En un recipiente colocar todos los ingredientes, procesar o licuar. Colocar en molde deseado y espolvorear con la mezcla de semillas, hornear por 40 min o hasta que esté dorado. PARA LA MEZCLA DE SEMILLAS Combinar en un tazón todos los ingredientes. PARA LA CREMA DE ROMPOPE Batir la crema con el azúcar a punto de picos suaves agregar el rompope sin dejar de batir, a velocidad baja, acabando del rompope subir la velocidad a obtener picos firmes. Decorar con crema de rompope, hojas de elote y palomitas.",Volcán de Elote y Rompope,16882409-7a7d-490c-afb9-c695e46f55c4
https://elgourmet.com/recetas/pastel-con-zanahoria/,BETÚN DE QUESO  Extracto de vainilla 10g   Mantequilla 60 g   Rayadura de naranja 1 unidad   Vaina de vainilla 1 unidad   Azúcar glass 360 g   Queso crema 750 g  DECORACION  Nido de chocolate 1 Pieza   Huevo de chocolate 1 Pieza   Nueces molidas 30 g  PAN DE ZANAHORIA  Nueces molidas 100 g   Bicarbonato De Sodio 5 Gramos   Huevos 4 Unidades   Canela en polvo 10 g   Extracto de vainilla 30 Ml   Harina 250 g   Aceite 240 Ml   Arándanos 50 g   Azúcar 300 g   Jengibre En Polvo 5 Gramos   Piña 100 g   Polvo Para Hornear 10 g   Vaina de vainilla 1   Zanahoria rallada 300 g   Rayadura de naranja 1 Pizca ,"PAN DE ZANAHORIA Precalentar horno a 180°C En un tazón colocar el aceite, el azúcar a incorporar, agregar huevos, el extracto de vainilla, la zanahoria, la piña, la nuez, los arándanos, el jengibre la ralladura de naranja y la pulpa de la vaina de vainilla, mezclar todos los ingredientes secos e incorporar a la mezcla anterior, vaciar en 4 moldes pequeños engrasados y enharinados, hornear por 35 min o hasta que se sienta como colchón. Enfriar y rellenar con betún, decorar con nuez picada nido y huevo de chocolate. BETÚN DE QUESO Acremar el queso crema con azúcar, la mantequilla a temperatura ambiente mezclar y agregar el extracto de vainilla, la semilla de la vaina de vainilla y la ralladura de naranja hasta lograr una textura liza y untuosa sin sobre batir.",Pastel con Zanahoria,4557a8fc-b0bf-4f93-af97-efeb5d9dbd66
https://elgourmet.com/recetas/mini-brioche-chocolatoso/,COBERTURA CON CHOCOLATE Y ALMENDRAS  Almendras 30 gr   Chocolate negro 200 g  GANACHE DE CHOCOLATE BLANCO  Chocolate blanco 400 g   Crema de leche 200 Gramos  MASA BRIOCHE  Huevos 3 unidades   Esencia de vainilla 90 ml   Harina de fuerza 250 g   Leche 15 Ml   Mantequilla 125 g   Sal 6 Gramos   Levadura seca 2 g   Azúcar 30 g ,"Pesar todos los ingredientes.   Añadir en el tazón de la batidora la harina junto con el azúcar, sal y los huevos fríos. Integrar por 30 segundos, hidratar la levadura en la leche y añadirlo a la preparación.   Batir por 2 minutos hasta que se integren los ingredientes. Bajar la velocidad de la batidora y añadir la mantequilla pomada poco a poco hasta que se integre y dejar batir hasta que la masa quede completamente lisa.   Retirar la masa de la batidora y colocarla en un recipiente con aceite y taparlo con un paño de cocina o plástico film. Dejar reposar por doce horas en la nevera.   Pasado el reposo sacar la masa y desgasificar con golpes contundentes. Dividir la masa en bolitas de 60gr y bollarlas súper bien y llevarlo al molde previamente engrasado.   Precalentar el horno a 190c°  Fermentar hasta que doble su tamaño.   Pintar con huevo suavemente y llevarlo al horno de 15 a 20 minutos.   Dejar enfriar, rellenar y bañar en chocolate. GANACHE DE CHOCOLATE BLANCO  Pesar todos los ingredientes. Añadir en un tazón el chocolate blanco junto a la crema de leche. Llevar al microondas por intervalos de 1 minuto.   Mezclar bien para tapar con papel film al contacto y dejar enfriar toda la noche en el frigorífico. Pasado ese tiempo retirar de la nevera y batir enérgicamente con batidora hasta obtener picos firmes y sedosos. COBERTURA CHOCOLATE Y ALMENDRAS Pesar todos los ingredientes. Añadir en un tazón el chocolate y derretirlo a baño maría o en microondas.   Seguidamente triturar las almendras y añadirlo al  chocolate derretido.",Mini Brioche Chocolatoso,df1ff726-31c6-4049-b628-bb043832013d
https://elgourmet.com/recetas/receta-de-bombones-ferrero/, Chocolate amargo 100g   Avellanas tostadas sin piel 12 unidades   Avellanas picadas 3/4 taza   Cacao en polvo amargo 2 cucharadas   Datiles medjoul 6 unidad   Agua 1/4 taza   Harina de avellanas tostadas sin piel 3/4 taza ,PROCEDIMIENTO Descartar los carozos a los dátiles y procesarlos junto al agua hasta formar una pasta cremosa. Pasar la pasta a un bowl y agregar el cacao y harina de avellanas. Mezclar hasta integrar. Formar bolitas con la masa colocado 1 avellana en el centro. Pasar las bolitas por las avellanas picadas para cubrirlas en éstas. Derretir el chocolate a baño maría y bañar los bombones. Llevar al freezer por 30 minutos hasta que el chocolate se solidifique. Conservar en heladera.,Bombones Ferrero,ebd56fd4-19f5-4eb1-b643-ecc5eab5fa47
https://elgourmet.com/recetas/receta-de-rollos-de-canela-con-cacao/,FROSTING  Azúcar glass 1/2 Taza   Cacao en polvo 3 cucharaditas   Agua 2 cucharadas   Queso crema 1/4 taza  MASA  Sal 1 pizca   Harina de trigo 3 tazas   Canela en polvo 1 cucharada   Azúcar 1/4 cucharadas medianas  RELLENO  Azúcar    Chocolate cacao 82% derretido 2 cucharaditas   Canela 2 cucharadas   Nueces trozadas A gusto   Manteca a temperatura ambiente 2 cucharadas  SPONGE  Leche tibia 1 Taza   Levadura seca 3 cucharadita   Azúcar morena 2 cucharadas medianas ,"SPONGE Diluir bien la levadura en la leche, junto con el azúcar y dejar reposar 10 minutos en un lugar tibio para ayudar a que haga leude. Posterior a los 10 minutos tiene que hacer espuma y quedar con un color crema. Si no queda espumoso, inténtalo de nuevo.   PREPARACIÓN Tostar las nueces hasta que estén doradas, luego córtalas en trozos pequeños. Mezclar todos los ingredientes, exceptuando las nueces, hasta crear una pasta homogénea. FROSTING Mezclar todos los ingredientes hasta formar una salsa suave y lisa.   PREPARACIÓN Colocar en un un bowl grande la harina, el azúcar, la panela, la mantequilla el sponge Incorporar todo muy bien  Mezclar con una espátula hasta obtener una masa homogénea. Amasar por 10-15 minutos hasta formar una masa suave. Colocar en un bowl, tapar con un paño húmedo y dejar reposar durante 30 minutos o hasta que duplique su tamaño. Luego de dejar reposar, pasar a un mesón con harina y retirar el aire (desgasificar) la masa ; aplastar la masa con los dedos. Estirar la masa con la ayuda de un maso en forma rectangular, dejándola de un grosor de 2 cm. Esparcir el relleno encima, dejando 3 cm libres en un extremo a lo ancho de la masa. Así mismo, agregar las nueces encima. Enrollar la masa con mucho cuidado. Ayuda con un hilo, cortar los rollos del grosor de tu gusto. Colocar en una bandeja engrasada dejando 2 cm de espacio entre cada uno. Dejar reposar durante 30 minutos con un paño húmedo encima. Luego hornear durante 40 minutos a 180°C. Deja enfriar una vez horneados,   y sirve con el glaseado de chocolate encima.",Rollos de canela con cacao,6deea298-7ca1-46d0-bfbc-315e66df5f1f
