title,intro,order,votes,ingredientes,url,comensales,duración,para,dificultad,coste,types
Tarta de naranja facil,,"['1\nBatimos con las varillas eléctricas durante casi 15 minutos los huevos con el azúcar hasta que la mezcla suba el doble de su volumen y quede semi blanca.', '2\nA continuación agregamos la harina mezclada con la levadura con la ayuda de un cucharón de madera o algún utensilio similar.', '3\nNunca con la varilla, ya que entonces la mezcla de los huevos bajaría y perdería esponjosidad.', '4\nEn un molde redondo, previamente untado de mantequilla, vertemos la masa e introducimos durante unos 40 minutos al horno a 180 º C.', '5\nUna vez elaborado el bizcocho lo dejamos enfriar en el propio molde y a continuación lo impregnamos con el zumo de naranja, al que habremos añadido 100 gramos de azúcar.', '6\nSin desmoldar el pastel lo introducimos en la nevera durante 6 horas.', '7\nPasado este tiempo, lo desmoldamos y lo cubrimos con nata montada mezclada con los otros 150 gramos de azúcar.', '8\nDecoramos con trozos de guindas y naranjas peladas.']",Valoración: 4 (7 votos),"['6 huevos.', '150 gramos de azúcar.', '200 gramos de harina.', '10 gramos de levadura en polvo.', '1 kilo de naranjas de zumo.', '200 gramos de azúcar.', '250 gramos de nata montada.', '2 naranjas', 'guindas para decorar.']",https://www.recetasgratis.net/receta-de-tarta-de-naranja-facil-27835.html,,,,,,
Yogur helado con sabor a cacao,,"['1\nCalentamos al baño maría la leche, la miel, el cacao, el chocolate rallado y el azúcar.', '2\nUna vez disuelto, dejamos enfriar y agregamos la esencia de vainilla.', '3\nEn un recipiente aparte, batimos el yogur y agregamos lentamente la mezcla anterior hasta que quede perfectamente homogénea.', '4\nPasamos la mezcla a un recipiente metálico, tapamos y congelamos hasta que tome consistencia.', '5\nSacamos del congelador varias veces, removiendo con una batidora o una espátula para que no se cristalice y nos quede cremoso.']",Valoración: 4 (5 votos),"['400 gramos de yogur natural.', '1 decilitro de leche.', '50 gramos de miel.', '50 gramos de azúcar moreno.', '50 gramos de cacao en polvo sin azúcar.', '25 gramos de chocolate amargo.', 'Una pizca de esencia de vainilla.']",https://www.recetasgratis.net/receta-de-yogur-helado-con-sabor-a-cacao-27830.html,,,,,,
Soufflé de manzanas,,"['1\nPelamos las manzanas, les quitamos las pepitas y las troceamos.', '2\nLas ponemos en un cazo y las cocinamos hasta formar una compota.', '3\nRetiramos la manzana del fuego y agregamos azúcar al gusto y la ralladura de limón.', '4\nSeparamos la clara y la yema del huevo en dos recipientes aparte.', '5\nMezclamos la manzana con las yemas del huevo y con la batidora trituramos hasta formar una crema fina.', '6\nBatimos las claras a punto de nieve con las varillas eléctricas y las mezclamos con la crema ya preparada de manera suave y con ayuda de una cuchara de madera para que no se baje la esponjosidad del preparado de claras.', '7\nVertemos enseguida en moldes de soufflé individuales untados previamente con mantequilla.', '8\nLlevamos al horno a 160º durante 20 minutos.', '9\nServimos caliente.']","Valoración: 4,2 (5 votos)","['4 manzanas.', '3 huevos.', 'Cáscara rallada de limón.', 'Azúcar al gusto.']",https://www.recetasgratis.net/receta-de-souffle-de-manzanas-27818.html,,,,,,
Brocheta de fruta fresca con yogur desnatado,,"['1\nPelamos y troceamos en cubos regulares toda la fruta y la ponemos en un bol.', '2\nMezclamos bien todas las frutas y dejamos reposar en el frigorífico durante 50 minutos para que se mezclen los sabores.', '3\nEn unas brochetas de madera insertamos las frutas intercalándolas por colores.', '4\nLas pasamos por la sartén antiadherente para que se doren ligeramente.', '5\nPara los más golosos: se espolvorean ligeramente con azúcar las frutas antes de pasarlas por la sartén, de manera que se caramelizará dando un bonito color dorado).', '6\nServimos las brochetas templadas acompañadas de un yogur desnatado ligeramente edulcorado con azúcar, con miel o con edulcorante.']","Valoración: 3,3 (3 votos)","['2 naranjas', '3 rodajas de piña natural', '2 manzanas royal gala', '2 kiwis', '50 gramos de azúcar (optativo) o edulcorante sin calorías', '3 yogures desnatados']",https://www.recetasgratis.net/receta-de-brocheta-de-fruta-fresca-con-yogur-desnatado-27813.html,,,,,,
Melon relleno de frutas con helado,,"['1\nTroceamos todas las frutas excepto el melón en trozos regulares y guardamos en la nevera hasta el momento de servir.', '2\nCortamos el melón en dos, a lo ancho, cortando en forma de sierra y de esta manera nos quedará más decorativo.', '3\nCortamos sus dos extremos para que, en una fuente, se mantengan de pie.', '4\nVaciamos con la ayuda del sacabolas, reservando la carne del melón y mezclando con el resto de frutas troceadas.', '5\nReservamos en la nevera.', '6\nEn el momento de servir rellenamos el melón con las frutas y parte de sus jugos y si queremos podemos aromatizar con algún tipo de licor y con vainilla molida.', '7\nTambién podemos poner en el interior del melón, antes de rellenar, algún tipo de helado de limón o de frutas.', '8\nPuede rellenarse con otras frutas y espolvorearlo con guindas picadas.', '9\nPuede prepararse también con sandía.']",Valoración: 4 (7 votos),"['1 melón galia.', '1 melocotón.', '1 manzana.', '1 plátano.', '1 naranja.', 'Guindas.']",https://www.recetasgratis.net/receta-de-melon-relleno-de-frutas-con-helado-27800.html,,,,,,
Compota de cerezas fria,,"['1\nDeshuesamos las cerezas.', '2\nMezclamos las cerezas y el azúcar moreno en una cazuela y cubrimos de agua.', '3\nDejamos que se cocinen con un hervor suave pero continuado durante 45 minutos removiendo de vez en cuando con una espátula de madera.', '4\nCuando la compota está cocinada dejamos templar y añadimos la media copa de licor de cerezas y a continuación dejamos enfriar en la nevera durante una hora antes de consumir.', '5\nServimos frío o a temperatura ambiente.']","Valoración: 3,8 (4 votos)","['½ kilo de cerezas grandes y maduras', '1 copa de Kirsch (licor de cerezas)', '200 gramos de azúcar moreno']",https://www.recetasgratis.net/receta-de-compota-de-cerezas-fria-27795.html,,,,,,
Turrón de guirlache casero,,"['1\nEn un cazo o sartén antiadherente calentamos el azúcar hasta que se dore sin remover y se forme azúcar caramelo.', '2\nEn ese momento añadimos las almendras enteras y crudas, el zumo de limón y las 2 cucharadas de miel.', '3\nRemovemos todo junto durante 10 minutos para posteriormente extender sobre una mesa o una encimera de mármol.', '4\nDamos forma con una espátula de pastelería hasta conseguir el grosor que nosotros deseemos.', '5\nUna vez frío y consistente partiremos con facilidad.']","Valoración: 3,3 (3 votos)","['1 kilo de azúcar.', '½ kilo de almendras enteras crudas.', 'El zumo de medio limón.', '2 cucharadas de miel de multifloras.']",https://www.recetasgratis.net/receta-de-turron-de-guirlache-casero-27784.html,,,,,,
Plátanos en tentacion con canela,,"['1\nCorte el plátano en ruedas de 1 pulgada.', '2\nPóngales agua hasta cubrirlos, agregue todos los ingredientes y cocine a fuego bajo hasta que se espese el azúcar.', '3\nAgregue 1 cda. de mantequilla y 1 de vainilla.', '4\nSe sirven calientes.']",Valoración: 4 (5 votos),"['2 unids. plátanos maduros', '1/2 taza(s) azúcar', '1/8 cchta. sal', '1 ram. canela']",https://www.recetasgratis.net/receta-de-platanos-en-tentacion-con-canela-27297.html,,,,,,
Masa para tartaletas,,"['1\nCortar la manteca con la harina utilizando dos cuchillos, hasta convertir todo en un granulado.', '2\nAgregar el queso crema y unir todo, aplastando y cortando, hasta obtener una especie de pan de manteca granulado y compacto.', '3\nLlevar a la heladera para que adquiera consistencia y luego utilice.']","Valoración: 3,9 (20 votos)","['3 cch. colmadas de queso crema', '3 cch. manteca', '3 cch. colmadas de harina común']",https://www.recetasgratis.net/receta-de-masa-para-tartaletas-27164.html,,,,,,
Masa para pascualina o empanadas,,"['1\nUnir todos los ingredientes y amasar.', '2\nDejar reposar.', '3\nEstirar la mitas de la masa, enharinar apenas, untar con la manteca tipo pomada y volver a enharinar apenas.', '4\nDoblar la masa en tres y dejar descansar nuevamente.', '5\nSe utiliza la mitad para la base de la pascualina y la otra mitad para la tapa.']","Valoración: 4,4 (18 votos)","['1/2 Kg. harina', '1 cchta. sal', '100 g. manteca', '25 g. manteca para el hojaldrado', '175 cl. agua fria']",https://www.recetasgratis.net/receta-de-masa-para-pascualina-o-empanadas-27161.html,,,,,,
